feature_name,coefficient,coef_lower_95%,coef_upper_95%,z-value,p-value,-log2(p),partial_AIC,C-index
DGCCA_40,0.24557735415536402,-3.064677076535738,3.555831784846466,0.14540355723129794,0.8843922562485291,0.1772417019367008,2336.8504554118786,0.5105352159433972
DGCCA_41,0.46458753187784385,-2.8603699291126388,3.7895449928683265,0.27386059546027214,0.7841917545240775,0.35072162233885634,2336.796152125059,0.5181604091668309
DGCCA_42,1.0349329907650358,-2.538800898524865,4.608666880054937,0.5675944127767283,0.5703104018617934,0.8101807486998689,2336.5495600293516,0.5317093919556805
DGCCA_43,1.0123996824193529,-2.350711176062203,4.375510540900908,0.5900093690035589,0.5551843682969723,0.8489611467440962,2336.522589299977,0.5029100227199634
DGCCA_44,1.6260707460335788,-1.930642320110182,5.182783812177339,0.8960633144341401,0.37021894886894935,1.4335493565139714,2336.0683389993064,0.5139587720845307
DGCCA_45,-0.28826599046974455,-3.8755924058310893,3.2990604248916005,-0.15749638975397093,0.8748536529469398,0.1928863943151512,2336.846783714834,0.5287941820294426
DGCCA_46,1.4711452952456858,-2.0950134383543686,5.037304028845741,0.8085427514877586,0.4187782057378804,1.2557417321125235,2336.219419028294,0.49118693653971846
DGCCA_47,1.3292057197018599,-1.8943210525433227,4.552732491947042,0.8081816974784335,0.41898599231054456,1.2550260828527646,2336.2208193570536,0.5262939486051602
DGCCA_48,-0.010689005889304404,-3.4410319062923223,3.4196538945137136,-0.006107280578600997,0.9951271254099862,0.007047256182461261,2336.8715570396284,0.5188969924578021
DGCCA_49,-2.7030847465366605,-6.026558751625197,0.6203892585518758,-1.5940996506245577,0.11091371717301364,3.1724902940974498,2334.329375279577,0.5544189810251995
DGCCA_50,0.5951650956329736,-2.8126570536514457,4.002987244917393,0.34230135881384227,0.7321241130879887,0.44983985326550846,2336.754933991772,0.5196750733989688
DGCCA_51,-1.4783859662180483,-4.9573444431271305,2.0005725106910335,-0.8328881382945429,0.4049078200234896,1.3043345886964963,2336.180113166698,0.49615628015063645
DGCCA_52,2.466770539147845,-1.2549005480830693,6.18844162637876,1.2990888505549039,0.19391343894589386,2.3665153036719584,2335.187160790518,0.5051612702430724
DGCCA_53,-1.6128640267488417,-5.102694466744529,1.8769664132468453,-0.9058191963022372,0.36503155877090976,1.4539068974314224,2336.054060328586,0.5046529240281769
DGCCA_54,2.311773522048314,-1.4312442129520426,6.05479125704867,1.2105186682017088,0.2260799318133973,2.145095159225344,2335.41286706997,0.5327053355603739
DGCCA_55,-0.9248807855573982,-4.3755805996014505,2.525819028486654,-0.5253233046548835,0.59935845943963,0.7385089984186436,2336.594120474613,0.5003682916454856
DGCCA_56,-2.52451861652854,-6.017281360384386,0.9682441273273064,-1.4166337451350903,0.1565900371225419,2.6749356693027138,2334.912223044757,0.5132429376186574
DGCCA_57,-0.0660467069234967,-3.427766605913349,3.2956731920663556,-0.03850682708765337,0.9692835882937542,0.045009270765715016,2336.870081892038,0.5035636107105436
DGCCA_58,2.4220709935923486,-0.9144238408825718,5.758565828067269,1.4228021174764478,0.15479352736984317,2.691582947866661,2334.837881386983,0.5365231193783652
