sample,DGCCA_28,DGCCA_69
TCGA-B6-A0IQ-01,-0.014947379,0.002870195
TCGA-B6-A0RE-01,-0.052007526,0.11697296
TCGA-B6-A0RG-01,0.013386799,0.061587263
TCGA-B6-A0RH-01,0.011961337,-0.02875153
TCGA-B6-A0RI-01,-0.017246736,0.021114321
TCGA-B6-A0RL-01,0.05519356,0.018686512
TCGA-B6-A0RM-01,-0.023447696,0.014587669
TCGA-B6-A0RN-01,0.045164164,-0.034753405
TCGA-B6-A0RO-01,0.011861698,-0.007536388
TCGA-B6-A0RP-01,-0.009520857,-0.0046320464
TCGA-B6-A0RQ-01,-0.0034870321,0.03212689
TCGA-B6-A0RS-01,-0.0052053314,-0.0568143
TCGA-B6-A0RT-01,0.002437591,0.033071555
TCGA-B6-A0RU-01,0.03556108,0.0033243229
TCGA-B6-A0RV-01,-0.002100477,-0.0051604435
TCGA-B6-A0WS-01,-0.02713556,0.04693274
TCGA-B6-A0WT-01,0.036755677,-0.0002733253
TCGA-B6-A0WV-01,-0.006917177,-0.025951019
TCGA-B6-A0WW-01,0.054139245,-0.006824681
TCGA-B6-A0WX-01,-0.041355565,0.016135622
TCGA-B6-A0WY-01,0.012744244,0.02359516
TCGA-B6-A0WZ-01,0.017437283,0.04807462
TCGA-B6-A0X0-01,0.027332773,-0.006440254
TCGA-B6-A0X1-01,0.006767136,-0.032037128
TCGA-B6-A0X4-01,0.017780753,-0.018567624
TCGA-B6-A0X5-01,-0.0625188,-0.03433819
TCGA-B6-A0X7-01,0.11525434,-0.047140904
TCGA-B6-A1KC-01,-0.012950068,0.03578636
TCGA-B6-A1KF-01,-0.00042745098,-0.022263434
TCGA-B6-A1KI-01,0.051345002,-0.0077512693
TCGA-B6-A1KN-01,0.015402039,-0.08607177
TCGA-B6-A2IU-01,-0.009872496,-0.0058719395
TCGA-B6-A3ZX-01,0.05041002,-0.05115954
TCGA-B6-A400-01,0.014669783,-0.017001567
TCGA-B6-A401-01,-0.028971184,-0.0672459
TCGA-B6-A402-01,-0.014569128,-0.0249887
TCGA-B6-A408-01,-0.0031022634,0.010878036
TCGA-B6-A409-01,0.010472229,-0.041869298
TCGA-B6-A40B-01,0.0065059937,0.070525445
TCGA-B6-A40C-01,-0.014354106,0.05403368
TCGA-BH-A0AU-01,0.013602691,-0.054218818
TCGA-BH-A0AU-11,0.0055433046,0.05422518
TCGA-BH-A0AV-01,-0.004407415,-0.031494733
TCGA-BH-A0AW-01,0.0011437917,0.028537622
TCGA-BH-A0AY-01,0.121332444,0.043643802
TCGA-BH-A0AY-11,-0.036762286,0.016572673
TCGA-BH-A0AZ-01,0.02668544,-0.04046839
TCGA-BH-A0AZ-11,0.021636538,0.014284307
TCGA-BH-A0B0-01,0.051408693,0.0050127897
TCGA-BH-A0B1-01,-0.05776876,-0.02320303
TCGA-BH-A0B3-01,-0.028828133,0.014136355
TCGA-BH-A0B3-11,0.024419261,0.0188995
TCGA-BH-A0B4-01,-0.0010583852,-0.011980845
TCGA-BH-A0B5-01,-0.02358783,-0.0044941884
TCGA-BH-A0B5-11,0.002034991,-0.0439261
TCGA-BH-A0B6-01,-0.06732786,-0.028746689
TCGA-BH-A0B7-01,0.06657931,0.032895885
TCGA-BH-A0B7-11,0.026131518,-0.0025939106
TCGA-BH-A0B8-01,0.018269831,-0.024226947
TCGA-BH-A0B8-11,-0.005545945,-0.007417718
TCGA-BH-A0B9-01,-0.065037206,-0.09315358
TCGA-BH-A0BA-01,0.013201028,-0.024797406
TCGA-BH-A0BA-11,0.012961155,-0.08807803
TCGA-BH-A0BC-01,0.027199034,-0.024815992
TCGA-BH-A0BC-11,0.020102372,-0.015975378
TCGA-BH-A0BD-01,0.0034643929,0.0031068847
TCGA-BH-A0BF-01,-0.024158802,-0.024284584
TCGA-BH-A0BF-11,-0.0364861,-0.051240668
TCGA-BH-A0BG-01,-0.026879586,-0.070989735
TCGA-BH-A0BJ-01,-0.011158794,-0.013321824
TCGA-BH-A0BJ-11,-0.0053244107,0.07199832
TCGA-BH-A0BL-01,-0.009203915,-0.018384771
TCGA-BH-A0BM-01,-0.102248855,0.0057504433
TCGA-BH-A0BM-11,-0.013927374,-0.028589657
TCGA-BH-A0BO-01,-0.04059274,0.025467848
TCGA-BH-A0BP-01,-0.012080673,0.0066738822
TCGA-BH-A0BQ-01,0.012302222,0.013461066
TCGA-BH-A0BQ-11,-0.037885685,0.003664953
TCGA-BH-A0BR-01,-0.24946876,0.12929748
TCGA-BH-A0BS-01,0.020698957,0.016943932
TCGA-BH-A0BS-11,0.006348164,-0.025861258
TCGA-BH-A0BT-01,-0.052531704,0.03139263
TCGA-BH-A0BT-11,0.04037448,-0.019856252
TCGA-BH-A0BV-01,-0.032777287,-0.026015213
TCGA-BH-A0BV-11,-0.025309779,0.0049272305
TCGA-BH-A0BW-01,0.013966577,0.0024260338
TCGA-BH-A0BW-11,0.11723213,0.08285451
TCGA-BH-A0BZ-01,-9.416603e-06,0.001496281
TCGA-BH-A0BZ-11,-0.067545496,-0.022967331
TCGA-BH-A0C0-01,0.05550176,0.01577256
TCGA-BH-A0C0-11,-0.016519617,0.017042063
TCGA-BH-A0C1-01,-0.0124071725,0.0012306571
TCGA-BH-A0C3-01,0.015915569,0.0062733116
TCGA-BH-A0C3-11,-0.051802676,-0.0003388592
TCGA-BH-A0C7-01,-0.009524744,-0.02004287
TCGA-BH-A0DD-01,0.010871275,0.016821377
TCGA-BH-A0DD-11,-0.005566993,0.037159804
TCGA-BH-A0DE-01,-0.016341668,0.032683264
TCGA-BH-A0DG-01,-0.026926637,-0.025855742
TCGA-BH-A0DG-11,-0.018989647,0.0074112294
TCGA-BH-A0DH-01,0.03954088,-0.011747841
TCGA-BH-A0DH-11,-0.03442651,-0.004619182
TCGA-BH-A0DI-01,-0.0099206725,0.02416757
TCGA-BH-A0DI-11,-0.024148209,0.052018758
TCGA-BH-A0DK-01,-0.007999508,0.028745253
TCGA-BH-A0DK-11,-0.014993922,-0.0550927
TCGA-BH-A0DL-01,-0.015087324,0.047392786
TCGA-BH-A0DL-11,-0.0931173,0.023951413
TCGA-BH-A0DO-01,-0.015524631,-0.060289923
TCGA-BH-A0DO-11,0.011915393,0.0031244326
TCGA-BH-A0DP-01,0.004696384,0.032693587
TCGA-BH-A0DP-11,0.04278229,0.01483793
TCGA-BH-A0DQ-01,0.018029574,0.053313285
TCGA-BH-A0DQ-11,-0.056521557,-0.0021237885
TCGA-BH-A0DS-01,-0.007058272,-0.010201368
TCGA-BH-A0DT-01,0.0055806004,-0.0031188685
TCGA-BH-A0DT-11,0.0052698245,0.012838405
TCGA-BH-A0DV-01,-0.053800467,0.04257977
TCGA-BH-A0DV-11,-0.01665879,0.0014301375
TCGA-BH-A0DX-01,0.00049866457,0.0065102754
TCGA-BH-A0DZ-01,0.004757447,-0.027770666
TCGA-BH-A0DZ-11,0.0027223546,-0.031968143
TCGA-BH-A0E0-01,-0.041909233,0.046280205
TCGA-BH-A0E0-11,-0.042550042,-0.060899243
TCGA-BH-A0E1-01,-0.008573759,-0.041286405
TCGA-BH-A0E1-11,-0.016797764,0.0415226
TCGA-BH-A0E2-01,-0.013025055,0.00094070146
TCGA-BH-A0E6-01,0.03134254,0.02436523
TCGA-BH-A0E7-01,0.02811913,0.0322188
TCGA-BH-A0E9-01,-0.0087111145,0.0116459895
TCGA-BH-A0EA-01,0.031852636,0.01733733
TCGA-BH-A0EB-01,0.013136324,-0.026929468
TCGA-BH-A0EE-01,-0.00178733,-0.02531041
TCGA-BH-A0EI-01,-0.003658012,-0.010428732
TCGA-BH-A0GY-01,-0.03759256,0.017394744
TCGA-BH-A0GZ-01,0.007778576,0.11192658
TCGA-BH-A0H0-01,-0.015961573,-0.045620985
TCGA-BH-A0H3-01,-0.0062680575,-0.0026565008
TCGA-BH-A0H5-01,0.024843208,-0.045240328
TCGA-BH-A0H5-11,0.009450119,0.08103156
TCGA-BH-A0H6-01,0.0012891404,-0.0020114435
TCGA-BH-A0H7-01,-0.025220072,0.018173473
TCGA-BH-A0H7-11,0.029596504,-0.0043491246
TCGA-BH-A0H9-01,-0.039140917,0.033814497
TCGA-BH-A0H9-11,-0.03761178,-0.059590507
TCGA-BH-A0HA-01,-0.022533244,0.015254829
TCGA-BH-A0HA-11,-0.026898101,-0.07542628
TCGA-BH-A0HB-01,0.09396132,-0.025749031
TCGA-BH-A0HF-01,0.025813041,-0.010108827
TCGA-BH-A0HI-01,0.019376094,0.013714082
TCGA-BH-A0HK-01,0.01824608,0.01980604
TCGA-BH-A0HK-11,-0.0071738414,0.012888215
TCGA-BH-A0HL-01,-0.017408436,-0.008179434
TCGA-BH-A0HN-01,-0.0032489952,-0.011409792
TCGA-BH-A0HO-01,0.028763998,0.0015909951
TCGA-BH-A0HP-01,0.009224887,0.020927798
TCGA-BH-A0HQ-01,-0.03380746,0.013657472
TCGA-BH-A0HU-01,-0.112313636,-0.101490125
TCGA-BH-A0HW-01,0.061589494,0.008802969
TCGA-BH-A0HX-01,0.0855333,-0.018061377
TCGA-BH-A0HY-01,0.0014555659,-0.05762224
TCGA-BH-A0RX-01,0.075294554,0.0035019398
TCGA-BH-A0W3-01,-0.031884976,-0.011749852
TCGA-BH-A0W4-01,-0.0026315525,-0.044932134
TCGA-BH-A0W5-01,-0.047847375,-0.0589833
TCGA-BH-A0W7-01,0.030271359,0.035300296
TCGA-BH-A0WA-01,0.0006253477,-0.09330959
TCGA-BH-A18F-01,-0.020998199,0.008856181
TCGA-BH-A18G-01,-0.003345522,-0.018479487
TCGA-BH-A18H-01,0.102294706,0.018158909
TCGA-BH-A18I-01,-0.023050496,-0.02468357
TCGA-BH-A18J-01,-0.02714238,-0.009565964
TCGA-BH-A18J-11,-0.0007913797,0.0537661
TCGA-BH-A18K-01,-0.013312884,0.006701477
TCGA-BH-A18K-11,-0.04133845,0.006283246
TCGA-BH-A18L-01,0.056064233,-0.07519852
TCGA-BH-A18L-11,-0.07920268,0.009223598
TCGA-BH-A18M-01,-0.009950703,-0.03273793
TCGA-BH-A18M-11,-0.06212838,-0.023548964
TCGA-BH-A18N-01,0.013409285,0.043859676
TCGA-BH-A18N-11,-0.02916846,0.07926646
TCGA-BH-A18P-01,-0.010922495,-0.0024471232
TCGA-BH-A18P-11,-0.023359768,-0.013251841
TCGA-BH-A18Q-01,-0.068549015,-0.0317445
TCGA-BH-A18Q-11,0.011043176,0.0279061
TCGA-BH-A18R-01,-0.09328947,0.03341606
TCGA-BH-A18R-11,0.0008823865,0.036132224
TCGA-BH-A18S-01,-0.04773282,-0.051293805
TCGA-BH-A18S-11,0.026970824,-0.013452751
TCGA-BH-A18T-01,0.03716745,-0.020534799
TCGA-BH-A18U-01,0.011689998,0.029828511
TCGA-BH-A18U-11,0.035334602,-0.0042922907
TCGA-BH-A18V-01,-0.0073265163,0.09966099
TCGA-BH-A18V-06,0.008685577,0.033094656
TCGA-BH-A18V-11,0.025676712,-0.0009399173
TCGA-BH-A1EN-01,-0.011570875,-0.001792008
TCGA-BH-A1EN-11,-0.033046782,-0.04518312
TCGA-BH-A1EO-01,0.00802417,-0.018125724
TCGA-BH-A1EO-11,-0.0496321,0.040031508
TCGA-BH-A1ES-01,0.08151545,-0.013763443
TCGA-BH-A1ES-06,0.04252319,-0.012246571
TCGA-BH-A1ES-11,-0.041975163,0.055941995
TCGA-BH-A1ET-01,0.028749077,0.040318284
TCGA-BH-A1ET-11,0.013660496,-0.060572688
TCGA-BH-A1EU-01,-0.0746917,-0.12097845
TCGA-BH-A1EU-11,-0.0054080477,0.021285936
TCGA-BH-A1EV-01,-0.051377907,0.030502362
TCGA-BH-A1EV-11,-0.061348632,0.006534453
TCGA-BH-A1EW-01,-0.057014883,0.030273037
TCGA-BH-A1EW-11,0.008000939,-0.037776448
TCGA-BH-A1EX-01,-0.117558874,-0.025107931
TCGA-BH-A1EY-01,-0.026093623,-0.027772017
TCGA-BH-A1EY-11,-0.1924516,-0.010092461
TCGA-BH-A1F0-01,0.04249355,-0.02298032
TCGA-BH-A1F0-11,-0.038407598,0.002434275
TCGA-BH-A1F2-01,0.02943907,0.025329867
TCGA-BH-A1F2-11,-0.016049907,-0.04589006
TCGA-BH-A1F5-01,-0.04833649,-0.0014385507
TCGA-BH-A1F5-11,-0.00041342247,-0.014278853
TCGA-BH-A1F6-01,0.0034028701,-0.007041921
TCGA-BH-A1F6-11,-0.0060732714,-0.040768415
TCGA-BH-A1F8-01,0.01254768,0.03472076
TCGA-BH-A1F8-11,0.00284453,-0.0030739352
TCGA-BH-A1FB-01,-0.061571557,-0.043309968
TCGA-BH-A1FB-11,-0.032396555,-0.034870267
TCGA-BH-A1FC-01,-0.006815854,0.023782412
TCGA-BH-A1FC-11,-0.02177653,-0.015185785
TCGA-BH-A1FD-01,-0.0070939693,-2.3070199e-05
TCGA-BH-A1FD-11,0.008219945,0.019296708
TCGA-BH-A1FE-01,-0.0041068895,0.009423282
TCGA-BH-A1FE-06,0.017916232,-0.017894339
TCGA-BH-A1FE-11,0.016095381,-0.06400802
TCGA-BH-A1FG-01,-0.011132311,0.057071466
TCGA-BH-A1FG-11,0.019043555,0.03904809
TCGA-BH-A1FH-01,0.008422209,0.0059956973
TCGA-BH-A1FH-11,-0.0065512215,0.00887427
TCGA-BH-A1FJ-01,-0.012616769,-0.06156416
TCGA-BH-A1FJ-11,-0.009896828,0.026315585
TCGA-BH-A1FL-01,-0.004950273,0.026774194
TCGA-BH-A1FM-01,0.03004126,0.017811626
TCGA-BH-A1FM-11,-0.0005970411,0.072866276
TCGA-BH-A1FN-01,0.108247384,-0.013685591
TCGA-BH-A1FN-11,0.010785966,0.014269452
TCGA-BH-A1FR-01,0.013083916,-0.015833424
TCGA-BH-A1FR-11,0.026575737,-0.038146798
TCGA-BH-A1FU-01,-0.0143593475,-0.006165708
TCGA-BH-A1FU-11,0.007742269,0.054678865
TCGA-BH-A201-01,0.0007049008,-0.0052870293
TCGA-BH-A202-01,-0.0409331,-0.007606836
TCGA-BH-A203-01,0.047064364,0.0075665573
TCGA-BH-A203-11,0.03321521,-0.041335333
TCGA-BH-A204-01,-0.0024725003,0.008381164
TCGA-BH-A204-11,-0.0075528333,-0.024044111
TCGA-BH-A208-01,0.04257972,-0.02425841
TCGA-BH-A208-11,-0.014119819,-0.0231106
TCGA-BH-A209-01,-0.06121019,-0.023956673
TCGA-BH-A209-11,0.122741014,0.06693425
TCGA-BH-A28O-01,0.015594488,0.023445193
TCGA-BH-A28Q-01,0.07195775,0.005417031
TCGA-BH-A2L8-01,0.02446519,0.0038653133
TCGA-BH-A42T-01,-0.05798436,0.003243971
TCGA-BH-A42U-01,-0.009422632,0.016185997
TCGA-BH-A42V-01,-0.0226606,-0.0059102485
TCGA-BH-A5IZ-01,-0.0032336211,0.000101369114
TCGA-BH-A5J0-01,-0.010183075,0.0036024363
TCGA-BH-A6R8-01,0.0706535,0.12961599
TCGA-BH-A6R9-01,0.0055151447,0.00014207803
TCGA-BH-A8FY-01,0.038532756,0.017998546
TCGA-BH-A8FZ-01,-0.014800802,-0.009841943
TCGA-BH-A8G0-01,0.02255308,-0.010069033
TCGA-BH-AB28-01,-0.015823323,-0.03581253
TCGA-C8-A12L-01,-0.011018867,-0.043619744
TCGA-C8-A12M-01,0.02592805,-0.050139368
TCGA-C8-A12N-01,0.0075653736,-0.061993573
TCGA-C8-A12O-01,-0.18567178,-0.14042018
TCGA-C8-A12P-01,0.0354353,-0.14409213
TCGA-C8-A12Q-01,0.03777398,0.00902045
TCGA-C8-A12U-01,0.013561308,-0.02492822
TCGA-C8-A12V-01,-0.04544006,-0.0060598906
TCGA-C8-A12W-01,0.026943058,0.0028409564
TCGA-C8-A12X-01,-0.00028058328,0.11193696
TCGA-C8-A12Y-01,-0.017712178,0.00022921711
TCGA-C8-A12Z-01,0.017341442,0.03882654
TCGA-C8-A130-01,0.014955548,0.05381732
TCGA-C8-A131-01,-0.0367933,0.01795721
TCGA-C8-A132-01,-0.0058169058,0.059868533
TCGA-C8-A134-01,0.019392546,0.003560829
TCGA-C8-A135-01,-0.08181056,-0.035793792
TCGA-C8-A137-01,0.037473924,-0.13421005
TCGA-C8-A138-01,0.042772986,0.04724725
TCGA-C8-A1HE-01,0.014006577,0.017590653
TCGA-C8-A1HF-01,-0.025779493,-0.02735338
TCGA-C8-A1HG-01,-0.028196935,-0.12746981
TCGA-C8-A1HI-01,0.06099806,-0.004620593
TCGA-C8-A1HJ-01,-0.011302138,-0.009150375
TCGA-C8-A1HK-01,0.0061932467,0.05112855
TCGA-C8-A1HL-01,0.031738993,-0.025385493
TCGA-C8-A1HM-01,-0.019988406,0.017302675
TCGA-C8-A1HN-01,-0.008886863,0.017429706
TCGA-C8-A1HO-01,0.012581457,0.046189286
TCGA-C8-A26V-01,0.024834953,0.03456807
TCGA-C8-A26W-01,0.02433343,0.029513357
TCGA-C8-A26X-01,-0.004115371,0.0038556606
TCGA-C8-A26Y-01,0.031123266,0.025872383
TCGA-C8-A26Z-01,0.035934344,0.032573402
TCGA-C8-A273-01,0.051330872,0.07276546
TCGA-C8-A274-01,0.0035506366,0.07870217
TCGA-C8-A275-01,-0.0074092876,-0.0036386345
TCGA-C8-A278-01,-0.048923552,0.17667562
TCGA-C8-A27A-01,-0.01050058,-0.008474487
TCGA-C8-A27B-01,0.018080277,0.058643505
TCGA-C8-A3M7-01,-0.027879579,0.003383192
TCGA-C8-A3M8-01,-0.014144983,-0.0035040071
TCGA-C8-A8HP-01,-0.008609301,0.012153216
TCGA-C8-A8HQ-01,0.06491701,0.0032052128
TCGA-C8-A8HR-01,0.0012259213,-0.038806494
TCGA-C8-A9FZ-01,0.027593033,0.097323574
TCGA-D8-A13Y-01,-0.043828268,0.02905517
TCGA-D8-A13Z-01,0.016487416,-0.02823985
TCGA-D8-A140-01,0.025757775,0.053201746
TCGA-D8-A141-01,0.03849317,0.036854815
TCGA-D8-A142-01,-0.002250189,-0.032556977
TCGA-D8-A143-01,-0.03265012,-0.0022818884
TCGA-D8-A145-01,-0.0356252,0.018361464
TCGA-D8-A146-01,0.0029977341,-0.031553686
TCGA-D8-A147-01,0.0569372,0.008768934
TCGA-D8-A1J8-01,0.065010294,-0.006999066
TCGA-D8-A1J9-01,0.022388432,0.040045157
TCGA-D8-A1JA-01,0.08900984,0.072853014
TCGA-D8-A1JB-01,-0.01675684,0.0058166953
TCGA-D8-A1JC-01,-0.04417934,0.04139793
TCGA-D8-A1JD-01,0.030620314,0.0011717717
TCGA-D8-A1JE-01,-0.032967567,-0.028210038
TCGA-D8-A1JF-01,-0.045089863,-0.030468691
TCGA-D8-A1JG-01,0.058727406,0.07919971
TCGA-D8-A1JH-01,0.0764675,-0.18737656
TCGA-D8-A1JI-01,0.014724022,-0.06851354
TCGA-D8-A1JJ-01,-0.008788946,0.04693639
TCGA-D8-A1JK-01,0.0056049265,-0.015255613
TCGA-D8-A1JL-01,-0.023990044,0.021587696
TCGA-D8-A1JM-01,0.089748584,-0.026850445
TCGA-D8-A1JN-01,-0.019022645,0.10612422
TCGA-D8-A1JP-01,0.0030881418,0.031537686
TCGA-D8-A1JS-01,0.025834288,0.02201954
TCGA-D8-A1JT-01,-0.01666143,0.020335028
TCGA-D8-A1JU-01,0.00047058053,-0.018034004
TCGA-D8-A1X5-01,-0.03889237,0.017151931
TCGA-D8-A1X6-01,-0.020680789,0.022231188
TCGA-D8-A1X7-01,-0.00026491185,-0.010685951
TCGA-D8-A1X8-01,0.043141223,-0.019313632
TCGA-D8-A1X9-01,-0.029987141,0.03793955
TCGA-D8-A1XA-01,0.008032239,-0.043319065
TCGA-D8-A1XB-01,-0.08202843,0.06489615
TCGA-D8-A1XC-01,0.008690495,0.0032092743
TCGA-D8-A1XD-01,0.009223467,-0.00040201284
TCGA-D8-A1XF-01,-0.023251615,0.030465277
TCGA-D8-A1XG-01,-0.0008394636,0.044651665
TCGA-D8-A1XJ-01,0.0021896225,0.019509898
TCGA-D8-A1XK-01,0.0045826053,0.006495422
TCGA-D8-A1XL-01,0.044195473,0.020682909
TCGA-D8-A1XM-01,-0.14947607,-0.035493232
TCGA-D8-A1XO-01,0.00010066942,0.08588581
TCGA-D8-A1XQ-01,-0.06749807,0.013454701
TCGA-D8-A1XR-01,0.0315736,-0.19659752
TCGA-D8-A1XS-01,0.038459525,-0.040741693
TCGA-D8-A1XT-01,0.027942065,-0.011802508
TCGA-D8-A1XU-01,-0.056423705,-0.0116145
TCGA-D8-A1XV-01,-0.15422033,-0.09123565
TCGA-D8-A1XW-01,-0.009823669,-0.015488233
TCGA-D8-A1XY-01,-0.0058870977,-0.024863835
TCGA-D8-A1XZ-01,0.034167517,-0.005563077
TCGA-D8-A1Y0-01,-0.030400649,-0.0007075332
TCGA-D8-A1Y1-01,0.009471099,-0.015045955
TCGA-D8-A1Y2-01,0.0006731674,-0.028793141
TCGA-D8-A1Y3-01,-0.08178716,0.0054502203
TCGA-D8-A27E-01,-0.018489998,0.010111981
TCGA-D8-A27F-01,0.03301216,-0.013653565
TCGA-D8-A27G-01,0.008046832,-0.085429996
TCGA-D8-A27H-01,0.043650687,0.014515549
TCGA-D8-A27I-01,0.029942183,-0.05159478
TCGA-D8-A27K-01,0.036314383,-0.022257406
TCGA-D8-A27L-01,-0.017398426,0.036644448
TCGA-D8-A27M-01,-0.014290864,-0.020285055
TCGA-D8-A27N-01,0.052205894,0.013162226
TCGA-D8-A27P-01,0.0069258413,0.0016933838
TCGA-D8-A27R-01,0.037972756,-0.020652838
TCGA-D8-A27T-01,-0.04030529,-0.018275786
TCGA-D8-A27V-01,0.011086372,0.13581331
TCGA-D8-A27W-01,-0.01939773,-0.011587615
TCGA-D8-A3Z5-01,-0.08565399,0.012705913
TCGA-D8-A3Z6-01,0.03820068,0.06774078
TCGA-D8-A4Z1-01,-0.01463885,0.053032454
TCGA-D8-A73U-01,-0.004155456,-0.013814651
TCGA-D8-A73W-01,-0.024636427,-0.039056215
TCGA-D8-A73X-01,0.015739955,0.019061396
TCGA-E2-A105-01,-0.05113033,0.12925541
TCGA-E2-A106-01,0.12628065,0.039778035
TCGA-E2-A107-01,0.0037513277,0.020318218
TCGA-E2-A108-01,-0.041698992,0.080578856
TCGA-E2-A109-01,0.015799632,0.014913579
TCGA-E2-A10A-01,-0.0088720815,0.006343553
TCGA-E2-A10B-01,0.068442315,0.06137389
TCGA-E2-A10C-01,-0.01724249,0.035194006
TCGA-E2-A10E-01,0.015524406,0.030522803
TCGA-E2-A10F-01,0.010779232,-0.033281606
TCGA-E2-A14N-01,-0.0017513419,-0.005081555
TCGA-E2-A14O-01,0.033539806,-0.018738631
TCGA-E2-A14P-01,0.09884064,0.008004014
TCGA-E2-A14Q-01,-0.033644266,0.08509654
TCGA-E2-A14R-01,0.0027820612,0.04007767
TCGA-E2-A14S-01,-0.066138655,0.03296034
TCGA-E2-A14T-01,-0.013430465,-0.0033032112
TCGA-E2-A14U-01,0.017964413,-0.00977302
TCGA-E2-A14V-01,-0.012854924,-0.012238494
TCGA-E2-A14W-01,0.07562159,-0.005846062
TCGA-E2-A14X-01,-0.038387217,0.050999533
TCGA-E2-A14Y-01,-0.012780518,0.03682617
TCGA-E2-A14Z-01,0.013600757,-0.0019002871
TCGA-E2-A150-01,-0.021113152,0.059003662
TCGA-E2-A152-01,-0.04212055,0.039524257
TCGA-E2-A153-01,-0.014016635,0.0028003724
TCGA-E2-A153-11,-0.11030843,-0.03249983
TCGA-E2-A154-01,-0.03370587,-0.0057351203
TCGA-E2-A155-01,-0.07721706,-0.004253746
TCGA-E2-A156-01,-0.049096547,0.045047473
TCGA-E2-A158-01,-0.032795697,0.049848326
TCGA-E2-A158-11,-0.003694646,-0.008224337
TCGA-E2-A159-01,-0.0032763402,0.027833942
TCGA-E2-A15A-01,-0.039216656,-0.00796035
TCGA-E2-A15A-06,0.0076935515,0.006508774
TCGA-E2-A15C-01,0.011237816,-0.015356968
TCGA-E2-A15D-01,-0.0016912133,0.0017729728
TCGA-E2-A15E-01,0.00013335007,0.010716275
TCGA-E2-A15E-06,0.0007048728,0.0067109354
TCGA-E2-A15F-01,0.01097278,-0.020446043
TCGA-E2-A15G-01,0.012570654,-0.036444478
TCGA-E2-A15H-01,-0.0075772232,-0.08458921
TCGA-E2-A15I-01,0.015219876,-0.020113649
TCGA-E2-A15I-11,0.010072483,0.019232739
TCGA-E2-A15J-01,-0.017497454,-0.0033172294
TCGA-E2-A15K-01,-0.038823556,0.0003153421
TCGA-E2-A15K-06,-0.0088216625,0.0045128996
TCGA-E2-A15K-11,-0.03512125,0.02690092
TCGA-E2-A15L-01,-0.023274625,0.039251015
TCGA-E2-A15M-01,-0.08962794,0.015992742
TCGA-E2-A15M-11,0.04295548,-0.07128199
TCGA-E2-A15O-01,0.079009555,0.028295813
TCGA-E2-A15P-01,0.002320975,0.017094955
TCGA-E2-A15R-01,0.0058148615,0.009496619
TCGA-E2-A15S-01,0.0024465597,0.05132219
TCGA-E2-A15T-01,-0.031162294,-0.007062874
TCGA-E2-A1AZ-01,-0.012548782,0.022442225
TCGA-E2-A1B0-01,0.0557253,-0.030018816
TCGA-E2-A1B1-01,0.08111888,0.17130527
TCGA-E2-A1B4-01,-0.019684125,0.034334905
TCGA-E2-A1B5-01,-0.005124269,-0.02851326
TCGA-E2-A1B5-11,-0.075835094,0.00027043791
TCGA-E2-A1B6-01,0.039591253,0.041826148
TCGA-E2-A1BC-01,0.027166646,0.026438747
TCGA-E2-A1BC-11,0.009167071,0.034310967
TCGA-E2-A1BD-01,0.03877053,-0.029475063
TCGA-E2-A1IE-01,-0.042320002,0.061897278
TCGA-E2-A1IF-01,0.08230139,-0.0895384
TCGA-E2-A1IF-11,-0.020197941,-0.028457075
TCGA-E2-A1IG-01,0.003204491,-0.0045363163
TCGA-E2-A1IG-11,-0.048293557,-0.030888828
TCGA-E2-A1IH-01,0.0364798,0.016593534
TCGA-E2-A1II-01,-0.026333189,0.04288101
TCGA-E2-A1II-11,-0.025358172,-0.08178093
TCGA-E2-A1IJ-01,-0.029700404,0.1221356
TCGA-E2-A1IK-01,-0.014094005,0.0022802595
TCGA-E2-A1IL-01,-0.01396634,0.016061941
TCGA-E2-A1IN-01,0.033665687,0.05323173
TCGA-E2-A1IO-01,0.016956832,0.0010221801
TCGA-E2-A1IO-11,0.016470267,0.040187176
TCGA-E2-A1IU-01,-0.037980326,0.01119696
TCGA-E2-A1L6-01,-0.010144199,-0.08432927
TCGA-E2-A1L7-01,-0.015339419,-0.021573948
TCGA-E2-A1L7-11,0.015374792,0.019927232
TCGA-E2-A1L8-01,0.0012752512,-0.0037548193
TCGA-E2-A1L9-01,0.10910291,-0.004842978
TCGA-E2-A1LA-01,-0.061437942,-0.013577381
TCGA-E2-A1LB-01,0.010181332,-0.01633353
TCGA-E2-A1LB-11,0.022033231,-0.012939891
TCGA-E2-A1LE-01,-0.021765683,-0.031831354
TCGA-E2-A1LG-01,-0.021847907,-0.00104476
TCGA-E2-A1LH-01,0.047071166,-0.013101367
TCGA-E2-A1LH-11,0.02725618,-0.011224949
TCGA-E2-A1LI-01,0.0371239,-0.013738703
TCGA-E2-A1LI-11,0.013103515,-0.0046681636
TCGA-E2-A1LK-01,-0.005206067,0.026497608
TCGA-E2-A1LL-01,-0.02604573,0.016183224
TCGA-E2-A1LS-01,-0.109129354,0.0033316948
TCGA-E2-A1LS-11,0.020756818,0.05213141
TCGA-E2-A2P5-01,-0.051479716,0.030386528
TCGA-E2-A2P6-01,0.056466937,0.015954405
TCGA-E2-A3DX-01,0.03081828,0.05868754
TCGA-E2-A56Z-01,-0.018442772,0.01654959
TCGA-E2-A570-01,-0.019206218,-0.010503096
