sample,DGCCA_16,DGCCA_28,DGCCA_31,DGCCA_38,DGCCA_71,DGCCA_82,DGCCA_88
TCGA-A8-A08T-01,0.0121460315,-0.029104345,-0.05988937,-0.0043918993,-0.025833685,0.018500024,0.009981875
TCGA-A8-A08X-01,0.023415413,-0.053620387,0.009216383,-0.07411087,0.012582595,-0.030805912,0.09637615
TCGA-A8-A08Z-01,-9.7341835e-05,-0.024861518,0.037954636,-0.019697636,0.0012145741,-0.05751481,-0.0043832636
TCGA-A8-A090-01,0.02354323,-0.041154016,-0.0331142,-0.00021186704,0.056015212,-0.008370455,-0.057488993
TCGA-A8-A091-01,-0.011634562,-0.02894732,0.067672595,0.0021581836,0.015508873,-0.0001228326,0.060400493
TCGA-A8-A092-01,-0.008742886,-0.034738123,-0.0357064,0.004447856,-0.01359108,0.06257981,-0.014166275
TCGA-A8-A093-01,0.01389363,-0.0074596424,0.041114226,-0.0053233504,-0.032860957,-0.054883823,0.031178597
TCGA-A8-A094-01,-0.011255633,0.019398449,0.011502907,0.02884344,-0.07040082,-0.01734276,0.022212872
TCGA-A8-A095-01,0.014656927,-0.012470561,0.019769898,-0.04264839,-0.05099895,0.019659571,-0.05326708
TCGA-A8-A096-01,-0.00014860928,-0.012004414,0.016334724,-0.006948564,0.022002429,0.023717301,0.030872628
TCGA-A8-A097-01,-0.0038853863,-0.013326352,-0.019816417,-0.0118205175,-0.02747878,-0.009762423,0.017786905
TCGA-A8-A099-01,-0.014304317,-0.04108469,-0.04153727,0.019182984,0.01202636,-0.04498844,0.05458691
TCGA-A8-A09A-01,0.005734992,-0.017334938,0.068281665,-0.007850898,0.021377867,-0.015335768,-0.037752632
TCGA-A8-A09B-01,0.0014761379,-0.012781023,-0.048299536,-0.08796685,0.031221565,0.08227799,-0.015883228
TCGA-A8-A09C-01,0.009231226,0.036052085,-0.014523106,-0.021920284,0.029433018,-0.0134311505,-0.026867747
TCGA-A8-A09D-01,0.015784424,-0.025422886,0.012404707,0.033017687,-0.037258834,0.037615463,0.048866197
TCGA-A8-A09E-01,-0.021440659,0.022029353,0.08177296,-0.05414445,-0.019314472,-0.02914574,0.0067169624
TCGA-A8-A09G-01,0.0023999405,-0.010634262,-0.05680383,-0.09926911,-0.048695676,0.060566813,-0.014731803
TCGA-A8-A09I-01,0.028501147,-0.008926891,0.060823917,-0.037669692,0.07593094,-0.042540327,-0.001764283
TCGA-A8-A09K-01,-0.0064225234,-0.015569888,-0.05805448,-0.0065455204,0.03923247,0.077147365,0.018596383
TCGA-A8-A09M-01,0.009734015,-0.0015214426,-0.013191689,0.012870428,0.032266613,-0.015282998,0.0122613935
TCGA-A8-A09N-01,0.014795982,-0.0020535127,0.054566104,-0.024779003,-0.05931949,-0.0050607966,0.00956908
TCGA-A8-A09Q-01,0.02788267,-0.05088682,-0.042121194,0.036932983,-0.01658388,-0.05276892,0.007727653
TCGA-A8-A09R-01,-0.017126344,0.013915647,0.019934144,0.0035842424,0.014277109,0.053972673,-0.0481747
TCGA-A8-A09T-01,-0.004492989,0.05276964,-0.012141153,-0.08792536,-0.0126633,0.07926107,0.001723141
TCGA-A8-A09V-01,-0.0009261193,-0.0099971825,-0.056115616,0.004767347,0.035101037,0.03193337,-0.0047759824
TCGA-A8-A09W-01,0.03803474,0.018091042,-0.013560902,-0.0053831562,-0.020452641,0.038258914,-0.04691471
TCGA-A8-A09X-01,0.021812525,0.01996088,0.019975496,0.007789379,-0.015701456,-0.053717036,0.02564073
TCGA-A8-A09Z-01,0.012464758,-0.022942549,-0.0077762827,-0.07003042,-0.074726574,-0.007990891,0.02095458
TCGA-A8-A0A1-01,-0.017025704,0.0059245415,-0.053871144,0.06619378,-0.007865515,0.033061285,-0.036296777
TCGA-A8-A0A2-01,-0.0017705327,-0.015301589,-0.036339834,0.061355054,-0.011484597,0.017225968,-0.03162493
TCGA-A8-A0A4-01,0.011762563,-0.011943225,-0.04200998,0.03207427,-0.00061926944,0.03160807,-0.045998763
TCGA-A8-A0A6-01,0.0031531656,0.108171925,0.06481009,0.039928276,0.009873558,-0.016413826,0.030739978
TCGA-A8-A0A7-01,-0.0094095785,0.05015601,0.03454456,-0.10347394,-0.061634015,0.005791735,-0.0015147794
TCGA-A8-A0A9-01,0.0023293789,0.096880265,0.0139680775,0.017219214,-0.005521164,-0.0069062226,-0.00016033743
TCGA-A8-A0AB-01,-0.0098667685,-0.013632005,0.010338724,0.03798034,0.010658244,-0.047851957,-0.06486476
TCGA-A8-A0AD-01,-0.0015410017,-0.086919166,0.0060054827,0.025019571,0.08808753,-0.027748693,0.03862039
TCGA-AC-A23C-01,-0.0055241147,0.030017748,-0.06949659,-0.012769414,0.08295933,-0.090669096,-0.036216192
TCGA-AC-A23E-01,-0.03461404,0.04374428,-0.0061557004,0.023800684,-0.09934715,0.013884307,0.011224495
TCGA-AC-A23G-01,0.011166889,0.011921843,-0.030533958,-0.005533356,-0.018632174,-0.0412364,0.08684403
TCGA-AC-A23H-01,0.015356028,-0.0017087919,-0.04544002,0.043712076,-0.007540242,-0.02506286,0.00029014004
TCGA-AC-A23H-11,0.007978724,-0.010847911,0.030023227,0.06966795,0.02200902,-0.041729268,-0.06780709
TCGA-AC-A2B8-01,0.0006829365,-0.056627035,-0.012872865,-0.048537377,0.008474149,0.068848126,-0.046804037
TCGA-AC-A2BK-01,0.009349449,-0.005030206,0.00534765,-0.0047833016,-0.013897787,-0.025833553,0.03377886
TCGA-AC-A2BM-01,-0.0060952445,0.07605901,0.008762666,0.045371324,-0.049332734,-0.072191566,0.009783616
TCGA-AC-A2FB-01,-0.0014648456,-0.0067887018,-0.08145228,0.036302023,-0.023891464,0.009978095,0.004572829
TCGA-AC-A2FB-11,0.0007313441,0.047094088,0.005337718,0.004062055,0.05557499,-0.012549142,0.07775915
TCGA-AC-A2FE-01,-0.024351582,0.0078086564,-0.040891625,-0.028981537,-0.027986946,-0.036521304,-0.015143546
TCGA-AC-A2FF-01,0.006792493,0.012199566,0.005877888,-0.0010388773,0.029101422,-0.024771824,0.070432626
TCGA-AC-A2FF-11,-0.02330867,-0.028868955,0.0030665693,0.030749982,0.007052432,-0.03363944,0.007792212
TCGA-AC-A2FG-01,0.0035078311,0.10972259,0.033055976,-0.023990951,0.024536163,0.06557507,-0.04815646
TCGA-AC-A2FG-11,-0.014589563,0.009264217,-0.039960776,-0.011751843,-0.035852745,0.0017797052,0.015435545
TCGA-AC-A2FK-01,-0.0016005365,-0.032336116,0.025565457,0.017645864,-0.044849023,0.055376507,-0.023157604
TCGA-AC-A2FM-01,-0.010933684,-0.024860933,0.014951613,-0.051143687,-0.02548789,-0.018531153,0.03415471
TCGA-AC-A2FM-11,0.02007225,0.025502078,-0.038915887,0.021792635,0.030019615,-0.034208663,0.05465236
TCGA-AC-A2FO-01,0.005677918,0.058989223,0.053348783,-0.07236481,-0.039047,-0.10280967,-0.010204922
TCGA-AC-A2QH-01,0.0034740083,0.005168286,0.0009119194,-0.04211693,-0.016610017,0.006508506,0.07186133
TCGA-AC-A2QI-01,0.00011869613,-0.000728447,-0.0026086597,0.04467706,0.01989606,0.007871032,0.08752426
TCGA-AC-A2QJ-01,-0.010689671,0.0055451896,0.047069926,-0.067921236,0.06972304,-0.08435402,-0.023959741
TCGA-AC-A3BB-01,-0.009228032,0.023978986,-0.0048315134,-0.04250207,0.023816125,-0.07379131,-0.012262625
TCGA-AC-A3EH-01,0.011897131,0.021433137,0.010975452,-0.004569131,0.03149543,-0.047779486,0.03582188
TCGA-AC-A3HN-01,-0.004938916,-0.024860192,0.041693784,-0.011484876,-0.00068577565,0.056335043,0.0049807588
TCGA-AC-A3OD-01,0.00038249046,-0.024164781,-0.011498768,-0.04801722,0.039125167,-0.027365569,0.044325415
TCGA-AC-A3QP-01,0.021445861,-0.0062189717,-0.035954423,0.04247383,-0.024865324,-0.048649386,0.012190368
TCGA-AC-A3QQ-01,0.0019968487,0.00038368837,-0.025705736,-0.008845562,-0.007047229,-0.025004875,0.022976205
TCGA-AC-A3TM-01,0.0047637573,-0.0014224779,0.07404525,0.075533934,0.019411856,-0.025316507,0.0138475485
TCGA-AC-A3TN-01,-0.00069433684,0.0031318748,0.04076048,-0.03352751,0.052502833,-0.03544693,-0.033272114
TCGA-AC-A3W5-01,0.0048586493,-0.049247056,-0.030459661,-0.02205462,0.021156868,-0.09106022,0.0062752203
TCGA-AC-A3W6-01,-0.0054190513,0.04065489,0.041092496,0.019339412,0.032322217,0.008063743,-0.046555337
TCGA-AC-A3W7-01,-0.010877709,0.04142753,-0.0122577865,-0.028973158,-0.016343016,0.02032668,0.06886082
TCGA-AC-A3YI-01,0.0038548824,0.048383385,0.0064235926,-0.00940026,0.007396197,0.03913615,-0.020616462
TCGA-AC-A3YJ-01,0.015031291,-0.003548026,0.05280001,-0.01368611,0.09880372,0.0590695,0.010044227
TCGA-AC-A4ZE-01,0.012588161,-0.012263289,-0.094068,-0.06510639,-0.069122985,-0.021317592,0.029301573
TCGA-AC-A5EH-01,-0.00095941965,0.038005717,-0.023453735,-0.017582832,-0.0905059,0.027913662,0.031241708
TCGA-AC-A5EI-01,-0.005213974,-0.028161664,-0.01462708,-0.00892994,-0.0018132823,0.0201223,0.06178571
TCGA-AC-A5XS-01,0.011052132,-0.052756526,0.018069543,-0.031021003,0.00832711,-0.02199642,-0.044391923
TCGA-AC-A5XU-01,-0.001486802,0.014751747,0.029291127,0.039937515,-0.006112457,0.05704023,0.0059578856
TCGA-AC-A62V-01,-0.012591813,-0.092538364,-0.03291382,0.04342044,0.08607783,-0.04554016,0.017272793
TCGA-AC-A62X-01,0.029017102,0.07997145,-0.022206917,0.079700746,-0.007095845,0.025683938,-0.041343324
TCGA-AC-A62Y-01,-0.014182579,0.0037086743,0.025018081,0.01126517,0.025789682,-0.05259871,0.02333644
TCGA-AC-A6IV-01,-0.012533488,0.07287692,0.02345372,0.047557812,-0.02369235,-0.07024712,-0.04517317
TCGA-AC-A6IW-01,-0.003282704,-0.01525284,-0.011407848,0.053669646,-0.020940632,-0.04951054,-0.02038144
TCGA-AC-A6IX-01,0.019932447,-0.027284976,-0.009132512,0.00237453,0.07863556,0.014856081,0.01522156
TCGA-AC-A6IX-06,0.01831829,0.05833058,-0.0016960585,-0.030541012,0.12517801,-0.03299669,-0.050195355
TCGA-AC-A6NO-01,-0.0058453265,0.088443965,0.004921373,-0.061347276,0.02891929,0.00970486,-0.020989994
TCGA-AC-A7VB-01,6.642565e-05,0.010330033,-0.043372754,-0.016775135,0.0032556667,-0.0036775316,-0.026527792
TCGA-AC-A7VC-01,-0.00023181085,-0.018540423,-0.041329026,-0.06812033,0.026355738,-0.0067906533,-0.0121432245
TCGA-AC-A8OP-01,-0.015049141,-0.014467701,-0.024455592,0.030493911,0.03549094,0.014936167,0.04026571
TCGA-AC-A8OQ-01,0.006413874,0.0024063261,-0.03069812,0.051108718,0.02617751,-0.055884972,-0.05788442
TCGA-AC-A8OR-01,-0.031405836,-0.029930102,0.0685335,0.10932199,-0.026682166,-0.008579183,-0.07411306
TCGA-AC-A8OS-01,-0.013288485,0.050323315,0.0041046934,0.017296564,-0.07673368,-0.023580303,0.010013078
TCGA-AN-A03X-01,0.0018646643,-0.07300414,-0.015476778,0.028940275,0.012615871,-0.0295382,-0.022987992
TCGA-AN-A03Y-01,-0.00718832,-0.06798955,-0.04501028,0.03467089,-0.03239243,-0.01763787,-0.021190666
TCGA-AN-A041-01,-0.0034995563,-0.02611392,-0.020772098,0.07599543,0.004539069,-0.027671972,0.011397839
TCGA-AN-A046-01,-0.0070028366,-0.027859017,-0.07595845,-0.029672544,0.0037269676,0.0842344,-0.02526734
TCGA-AN-A049-01,-0.0072791353,-0.000604426,0.045339312,-0.019261602,0.04228829,0.03609037,0.01649368
TCGA-AN-A04A-01,0.0010334644,-0.02237122,0.040165436,0.00930557,0.043101124,-0.01171242,0.028752355
TCGA-AN-A04C-01,0.0032167071,0.008275962,0.032091066,0.026655793,-0.06533163,-0.005858967,0.002242476
TCGA-AN-A04D-01,-0.002893848,0.015552573,-0.027999153,0.009873254,-0.06381314,-0.022577545,-0.019747775
TCGA-AN-A0AJ-01,0.0048441035,-0.03034804,0.034986574,-0.017219406,-0.01043923,0.05571954,-0.039643813
TCGA-AN-A0AK-01,0.009804489,-0.022503685,0.007454077,0.046506595,-0.050843723,0.015974462,0.05005038
TCGA-AN-A0AL-01,-0.01948748,0.039224233,0.008819648,0.006789251,0.051498033,-0.006508653,-0.061114006
TCGA-AN-A0AM-01,0.0027428067,0.008393172,-0.043722037,-0.05980893,-0.008559676,-0.028185155,0.009110784
TCGA-AN-A0AR-01,-0.0070720445,0.030656938,0.0072053783,-0.025355168,0.052374993,-0.05160891,0.047946904
TCGA-AN-A0AS-01,0.005542334,0.01574411,-0.023413967,0.008990596,0.018377975,0.030623754,0.025717275
TCGA-AN-A0AT-01,-0.026885258,0.0102760475,0.0130830025,-0.06870636,-0.0051648337,-0.05204515,0.02118149
TCGA-AN-A0FD-01,-0.0042428384,0.002269121,0.021593114,0.0006781928,0.03704039,-0.04638003,0.02840055
TCGA-AN-A0FF-01,-0.0010138992,-0.017812567,0.019008234,-0.025866264,-0.026757348,0.0073091947,-0.013167153
TCGA-AN-A0FJ-01,0.0053168926,0.02045217,0.0050907433,0.037752245,0.071625456,-0.00956163,-0.06163737
TCGA-AN-A0FK-01,0.0020278392,0.04026078,0.02688214,0.03418774,0.035320748,0.069433235,0.0015793336
TCGA-AN-A0FL-01,-0.004114573,-0.061123185,0.043949414,-0.037191022,0.06804837,-0.034362923,-0.00096249115
TCGA-AN-A0FN-01,-0.016417474,0.03160102,0.080327705,0.012236312,0.001793569,-0.008387833,0.0008156849
TCGA-AN-A0FS-01,-0.010817776,0.025709946,-0.013239728,0.05418472,-0.006744028,-0.07691799,-0.036031947
TCGA-AN-A0FT-01,0.01086759,0.024294784,-0.008735919,-0.0052408413,0.028871158,0.05746856,0.0026950664
TCGA-AN-A0FV-01,0.0039066197,0.02106974,-0.021125242,-0.05481007,-0.015669491,0.052997712,0.0046165828
TCGA-AN-A0FW-01,-0.0066409493,-0.0058272257,0.0051086145,0.03420413,-0.0685748,0.030523835,-0.0051762722
TCGA-AN-A0FX-01,0.005170651,-0.024451636,0.017871503,-0.019384297,0.005771014,-0.03972799,-0.06259975
TCGA-AN-A0FY-01,-0.002005382,-0.050639622,0.023294948,-0.04308272,-0.047339357,0.04761371,0.016425919
TCGA-AN-A0FZ-01,0.00990371,-0.056320317,-0.0006336728,0.02758454,-0.08403352,-0.02276501,-0.024341417
TCGA-AN-A0G0-01,-0.0099684615,-0.024700934,-0.011006,0.014202018,-0.07409714,-0.041454174,-0.049843892
TCGA-AN-A0XL-01,-0.004098783,-0.0123358965,-0.04127483,0.010240486,0.040123746,0.039172515,-0.0097085275
TCGA-AN-A0XN-01,0.0014735516,0.0044668433,-0.0075411038,0.019046841,-0.072948165,0.04226036,0.002318181
TCGA-AN-A0XO-01,0.008835765,-0.006397037,-0.0312927,0.030261593,-0.029403573,0.0021737148,0.0051952936
TCGA-AN-A0XP-01,0.0064413873,0.07310967,-0.015498095,0.024009315,0.015935764,0.0073589105,-0.015201074
TCGA-AN-A0XR-01,0.006531447,-0.04157055,0.021077076,-0.018433088,0.0408217,-0.035745025,0.017900117
TCGA-AN-A0XS-01,-0.021639775,-0.10990048,0.018354336,0.06261355,-0.009549237,-0.04478477,-0.032073535
TCGA-AN-A0XT-01,-0.011457998,-0.030674025,0.013274637,-0.06408539,0.005705766,0.0048605693,-0.031321656
TCGA-AN-A0XU-01,0.0025696782,-0.012637786,0.0240786,0.019880477,0.08935554,0.07996604,-0.018437024
TCGA-AN-A0XV-01,0.0013373792,0.022830935,-0.04708107,-0.04945337,0.0042731166,0.021535851,0.05579771
TCGA-AN-A0XW-01,-0.00095251296,0.00515634,0.02306379,-0.048150565,-0.05930175,0.013121519,-9.804778e-05
TCGA-AO-A03L-01,0.0014655925,-0.033104844,-0.054161567,0.026829123,-0.07053451,0.075918704,0.018877406
TCGA-AO-A03M-01,-0.017669663,-0.06754173,-0.041120145,-0.08230487,-0.0028392086,-0.022327684,0.044608388
TCGA-AO-A03N-01,0.009477001,0.037936207,0.03178697,0.030500753,-0.041204453,-0.025581472,-0.04907175
TCGA-AO-A03O-01,0.014250945,0.013305128,0.06517037,0.05626316,-0.01097576,-0.037543375,0.007701664
TCGA-AO-A03P-01,-0.0015289029,-0.011985425,-0.019550659,-0.04000367,-0.068457805,-0.11517952,-0.030015882
TCGA-AO-A03R-01,0.0013138717,-0.038231555,-0.026040806,-0.020950012,-0.009982284,-0.05666219,-0.019789739
TCGA-AO-A03T-01,0.010615133,0.013014913,-0.0048263357,0.09429355,0.009472299,0.061790247,-0.039056987
TCGA-AO-A03U-01,0.0015514046,0.024535961,-0.027163012,-0.024078228,-0.0048364615,-0.087165356,-0.024238229
TCGA-AO-A03V-01,-0.007025382,-0.040472202,-0.009271479,-0.02392377,-0.0042442866,-0.1119066,-0.010854229
TCGA-AO-A0J2-01,-0.0010931576,0.039722413,0.021490969,-0.07668463,-0.023823846,-0.03271535,0.0095117465
TCGA-AO-A0J3-01,-0.016610522,0.02040718,0.02576061,-0.08783521,0.044591367,-0.06123829,0.04979435
TCGA-AO-A0J4-01,0.017687898,0.010496063,0.009622935,-0.06820059,-0.046096526,0.080524236,-0.0012315991
TCGA-AO-A0J5-01,-0.001358185,0.014519983,0.025420861,0.033138834,0.039901808,0.03320923,-0.0068811015
TCGA-AO-A0J6-01,-0.0031089175,-0.008632854,0.01661333,-0.07205414,0.00068889745,0.007498469,0.043192577
TCGA-AO-A0J7-01,0.0024216725,-0.078926586,0.014902815,0.030410882,0.013328709,-0.108743146,0.0021235272
TCGA-AO-A0J8-01,0.0045438884,-0.0047927187,0.0016516736,-0.026570259,-0.03939779,-0.052464448,-0.0245957
TCGA-AO-A0J9-01,-0.010818448,-0.016549455,0.03218513,-0.039980493,-0.022924792,0.006550925,0.00014389493
TCGA-AO-A0JA-01,0.01404338,0.026278846,0.014748672,0.0050448095,0.02258087,-0.0065529426,0.035937533
TCGA-AO-A0JB-01,-1.8673949e-05,0.017710991,0.05173451,-0.021927852,-0.007085834,0.009144921,-0.0136943385
TCGA-AO-A0JC-01,-0.0024976376,-0.051662903,-0.0188446,0.017228028,-0.014359464,0.030211851,0.012670169
TCGA-AO-A0JD-01,0.0023862263,-0.05020282,-0.045552973,0.09711852,0.052283823,-0.0047629643,-0.04465822
TCGA-AO-A0JE-01,0.015063236,-0.0051643485,-0.03269641,0.038672343,0.031187871,0.07354418,-0.023025632
TCGA-AO-A0JF-01,0.010664286,-0.0654927,-0.021912623,-0.013441252,0.016487118,0.08835174,0.01023846
TCGA-AO-A0JG-01,0.014300929,-0.0356601,-0.025090924,0.03137912,0.0020343566,-0.047860377,0.012148178
TCGA-AO-A0JI-01,0.005608123,-0.036681544,0.0093924375,-0.037262626,-0.033952534,-0.059966892,-0.0021766499
TCGA-AO-A0JJ-01,-0.00332734,-0.04861041,-0.0025111581,-0.07802725,-0.014788613,-0.0635158,0.009119835
TCGA-AO-A0JL-01,-0.0039640674,-0.001352963,0.046902258,0.08051515,0.06377776,-0.06576238,0.0015434592
TCGA-AO-A0JM-01,0.02180481,0.074573025,0.008811088,-0.01122732,0.059144735,-0.053405393,0.01807634
TCGA-AO-A124-01,0.0004998874,0.04179622,0.024177298,-0.02870207,0.01245606,0.029786903,0.05512329
TCGA-AO-A125-01,-0.0027789008,-0.018834215,0.036583703,-0.0097170975,-0.07612146,-0.0940051,-0.008548266
TCGA-AO-A126-01,0.00974877,-0.005561093,0.034159623,0.05393844,-0.014691884,-0.0317292,0.00023908913
TCGA-AO-A128-01,-0.011437301,-0.016101567,0.06200718,-0.04356614,0.005388176,0.036731802,0.016312601
TCGA-AO-A129-01,-0.014300622,-0.06622808,-0.034128606,-0.026623892,-0.007628266,0.042068295,-0.010593729
TCGA-AO-A12A-01,-0.0050830934,0.0033053465,0.012162399,0.001836705,0.0019029179,0.045527853,0.003603512
TCGA-AO-A12B-01,-0.018454006,0.0063754357,0.011129256,-0.043212138,-0.00017682277,-0.02772774,0.017366827
TCGA-AO-A12C-01,-0.0011559427,-0.036872763,-0.067865424,-0.046826977,-0.005150308,-0.00941206,0.016780775
TCGA-AO-A12D-01,0.015468562,-0.024528064,-0.025174247,-0.025860203,0.023173574,-0.0258775,-0.013011856
TCGA-AO-A12E-01,-0.017109144,-0.033949412,0.03809889,0.01491458,-0.03136026,0.14691253,0.045553654
TCGA-AO-A12F-01,0.010308482,-0.0034713093,0.0047875475,0.031729452,0.0054482194,-0.033305984,0.017984014
TCGA-AO-A12G-01,0.01652611,0.03914092,-0.007480542,0.0024685252,-0.029935623,-0.013768235,-0.025091331
TCGA-AO-A12H-01,-0.012607165,0.029195117,-0.015044154,0.06479226,-0.021073772,-0.0048288796,-0.011310628
TCGA-AO-A1KO-01,0.015203496,-0.060787972,0.02135145,0.085283324,-0.08616392,-0.010766959,0.0030006915
TCGA-AO-A1KP-01,-0.0006283368,-0.024459664,0.03631533,-0.016025627,0.019902822,0.070654005,0.058344062
TCGA-AO-A1KQ-01,0.002252934,0.0008826128,-0.06687184,0.0088233,-0.03019007,-0.08336675,0.012993369
TCGA-AO-A1KR-01,-0.01614921,-0.07960359,0.084864974,0.07266663,-0.05312169,0.032493707,-0.024835613
TCGA-AO-A1KS-01,0.005351577,0.025164276,-0.02929674,-0.031685248,-0.033650473,0.021419594,-0.03148025
TCGA-AO-A1KT-01,-0.01070783,0.03670042,-0.0013413446,-0.041477393,-0.032235786,-0.0016682604,0.012093791
TCGA-AQ-A04H-01,-0.016291466,0.057250015,-0.038212836,-0.02240228,0.05073198,0.024545105,-0.049704473
TCGA-AQ-A04J-01,0.020383384,-0.0013349177,-0.011158856,-0.019907752,-0.014039522,-0.028039983,0.055656753
TCGA-AQ-A04L-01,0.0028568506,-0.06591161,-0.02365491,-0.026159218,0.0057683047,-8.277409e-05,0.009271937
TCGA-AQ-A0Y5-01,0.015724074,-0.010429001,-0.033296645,0.07142113,0.034437947,0.059630107,-0.050101925
TCGA-AQ-A1H2-01,0.01154126,0.05611498,0.016825128,0.0015616072,0.01566549,-0.015634125,-0.016559716
TCGA-AQ-A1H3-01,-0.001092648,0.03276581,0.043596223,-0.0022932664,-0.010209344,-0.03555453,0.017989978
TCGA-AQ-A54N-01,-0.0044828784,-0.015543444,-0.018104186,-0.017145995,0.009574332,-0.03394826,-0.00480048
TCGA-AQ-A54O-01,-0.016393002,-0.04163169,0.027373293,-0.027666718,-0.018465355,-0.11704047,0.07643328
TCGA-AQ-A7U7-01,-0.0069065704,-0.078699835,-0.016699344,0.041279566,-0.10049835,-0.06808001,-0.017911186
TCGA-AR-A0TP-01,-0.002473779,-0.03776199,0.01861915,0.032132752,0.07165976,0.03297525,-0.020720515
TCGA-AR-A0TQ-01,0.011937598,-0.07282798,0.035542425,0.008276459,-0.057894442,0.014601222,-0.07258115
TCGA-AR-A0TR-01,0.0054378454,0.028669666,0.00026774826,-0.018665627,0.04699425,-0.04309886,0.024694715
TCGA-AR-A0TS-01,-0.025569547,0.03131728,0.08313211,-0.03608469,0.0037562316,0.007606962,-0.00321096
TCGA-AR-A0TT-01,0.006266782,0.026652742,0.048616946,-0.038574815,-0.051987927,-0.053554676,-0.030449081
TCGA-AR-A0TU-01,0.0003362745,-0.04725019,0.0047049364,0.07285114,0.0034103412,-0.048061736,-0.0017184848
TCGA-AR-A0TV-01,0.00034065172,-0.04695912,0.024123508,-0.059485234,0.0064093834,0.011751047,0.018015493
TCGA-AR-A0TW-01,-0.0059637744,-0.029391177,0.002828373,0.009552644,0.046935953,-0.031212348,-0.026094377
TCGA-AR-A0TX-01,-0.0110187195,-0.0987291,-0.02297961,-0.012767033,0.029707294,0.033324506,-0.0010884823
TCGA-AR-A0TY-01,0.0048972415,0.010710083,-0.0024638094,-0.047701538,0.007531943,-0.021371169,0.022945601
TCGA-AR-A0TZ-01,0.016156154,-0.0025720908,-0.02462878,0.05920496,0.01887438,-0.009020128,0.018008437
TCGA-AR-A0U0-01,-0.009209571,0.056658104,-0.0026425612,0.048109166,0.0058160014,0.027181588,-0.04443989
TCGA-AR-A0U1-01,-0.008794649,0.055629298,0.023389243,0.039105922,0.009562073,0.022881432,-0.017443515
TCGA-AR-A0U2-01,-0.0033211864,-0.047929283,0.025999438,-0.002959977,0.08052424,-0.03452706,-0.03190027
TCGA-AR-A0U3-01,0.007922624,0.027733613,0.007400604,-0.029050175,0.0656163,-0.024907898,-0.005827564
TCGA-AR-A0U4-01,0.003272607,-0.069041975,0.022635816,-0.01189211,-0.081298664,0.0505575,-0.013668875
TCGA-AR-A1AH-01,-0.008715571,0.06203725,0.03745644,-0.038841516,-0.0036219442,0.071875624,0.041305684
TCGA-AR-A1AI-01,-0.02216817,0.034965172,0.02474849,0.027288372,0.0015483997,-0.03527595,-0.06444922
TCGA-AR-A1AJ-01,-0.015232972,-0.0752768,-0.032533836,-0.027621679,-0.06058843,-0.061356775,-0.010463525
TCGA-AR-A1AK-01,0.017912336,0.04897391,-0.006218027,-0.06607712,0.047464896,-0.0143824555,0.009452335
TCGA-AR-A1AL-01,-0.010634559,0.0059046615,0.030196004,-0.06627703,-0.05786267,0.013519909,-0.020877283
TCGA-AR-A1AM-01,-0.013155797,-0.03381651,-0.01985291,0.03176966,0.013770493,-0.00053091533,-0.057271194
TCGA-AR-A1AN-01,0.028439458,-0.042765893,0.008046711,-0.0537516,-0.08563617,-0.033535577,-0.025250971
TCGA-AR-A1AO-01,0.013435028,0.027281087,-0.0230144,-0.056321323,0.028146625,-0.047883764,0.00258678
TCGA-AR-A1AP-01,-0.0153401205,-0.0071261562,0.031398017,-0.031065809,0.01355803,0.03183357,-0.011083602
TCGA-AR-A1AQ-01,0.010363535,-0.048919346,-0.018559748,-0.03416893,-0.039194554,0.043111555,0.011388421
TCGA-AR-A1AR-01,-0.008719145,-0.080015026,-0.010794618,0.039817516,-0.0570606,0.020456415,0.0026075742
TCGA-AR-A1AS-01,-0.008135721,-0.065402605,-0.011144846,0.03031991,0.04346534,0.07746863,0.05409842
TCGA-AR-A1AT-01,0.010749312,-0.024050584,-0.097134754,-0.02276557,0.006317703,0.006519757,0.025020417
TCGA-AR-A1AU-01,0.020581862,0.008020258,0.03394317,0.03627967,-0.045551386,-0.014045378,0.055893313
TCGA-AR-A1AV-01,0.0006323084,0.0011512868,-0.008639457,-0.044868298,-0.009692568,-0.0716278,-0.00080595264
TCGA-AR-A1AW-01,-0.012783635,-0.019388584,-0.040801976,0.067071125,-0.037363518,0.044243965,0.05849795
TCGA-AR-A1AX-01,0.01700612,-0.05960932,0.035510737,0.005157819,-0.017018672,0.023151752,0.025317684
TCGA-AR-A1AY-01,-0.008671257,-0.025284559,0.04858706,-0.012181281,-0.0275654,-0.036203906,-0.030877165
TCGA-AR-A24H-01,0.0066414066,0.023084547,0.014353357,-0.10607889,-0.03438767,0.03090401,0.008479774
TCGA-AR-A24K-01,-0.0012656581,-0.0053717475,-0.03916556,0.0037400387,-0.038468227,-0.08447239,0.017568385
TCGA-AR-A24L-01,0.038065523,-0.050863706,0.020075664,0.030436276,0.04257934,-0.045547027,0.053088594
TCGA-AR-A24M-01,-0.009113252,-0.00039461162,0.040859055,0.003547512,-0.01703018,0.01602644,-0.04185219
TCGA-AR-A24N-01,-0.022077207,-0.03782814,0.024767213,0.05116781,-0.017808352,0.0360345,-0.054871265
TCGA-AR-A24O-01,-0.004406018,0.041748405,-0.027837727,0.0026562244,-0.08525312,0.022419048,-0.017176919
