sample,DGCCA_23,DGCCA_59,DGCCA_76
TCGA-55-6986-11,-0.016441338,-0.040061496,0.046511944
TCGA-55-6987-01,-0.081757255,-0.016013628,-0.02275325
TCGA-55-7227-01,-0.08311485,-0.073209494,0.059666324
TCGA-55-7281-01,-0.0070475168,0.059138067,-0.00065654883
TCGA-55-7283-01,-0.14247952,0.05820738,0.0028333673
TCGA-55-7283-11,0.01379522,-0.038911585,0.041541927
TCGA-55-7284-01,-0.02174614,-0.018656867,-0.02947787
TCGA-55-7570-01,0.009457591,0.004409059,0.050394543
TCGA-55-7570-11,-0.04006379,0.024383778,-0.018130267
TCGA-55-7573-01,0.07543607,-0.020289024,-0.036839347
TCGA-55-7574-01,0.011405682,0.0155634945,-0.013784238
TCGA-55-7574-11,-0.0045558168,-0.036392048,0.026505163
TCGA-55-7576-01,-0.09142205,-0.05686984,0.006575844
TCGA-55-7576-11,0.039993376,0.025261125,0.019161737
TCGA-55-7724-01,0.049726684,0.19152932,1.416642e-06
TCGA-55-7724-11,-0.04824567,-0.001998819,4.2442396e-05
TCGA-55-7725-01,-0.09105955,0.08132081,0.0030475224
TCGA-55-7725-11,-0.03342115,0.0034228712,-0.0122862095
TCGA-55-7726-01,0.035545614,0.060137216,-0.054520186
TCGA-55-7726-11,0.04768076,0.050848503,0.011770698
TCGA-55-7727-01,0.036133975,-0.08129415,0.008097055
TCGA-55-7728-01,0.0020577488,0.07825066,-0.13188434
TCGA-55-7815-01,-0.06797492,0.012659166,0.022529704
TCGA-55-7816-01,0.09695548,0.04271165,0.0038435583
TCGA-55-7903-01,-0.013220199,0.013925758,0.057518892
TCGA-55-7903-11,0.03360054,-0.022091232,-0.010654013
TCGA-55-7907-01,0.01343015,0.0009853048,-0.002812543
TCGA-55-7910-01,-0.08055348,0.007217498,0.061011214
TCGA-55-7910-11,-0.005784348,-0.006105525,-0.107676014
TCGA-55-7911-01,-0.056115534,0.11546994,-0.014257146
TCGA-55-7911-11,0.052140214,-0.036280025,0.06529911
TCGA-55-7913-01,0.034947377,0.03660446,-0.06361796
TCGA-55-7914-01,-0.081468515,0.0456304,0.03101497
TCGA-55-7914-11,-0.008216086,0.0297661,-0.020749226
TCGA-55-7994-01,0.03788763,-0.038967926,0.02534151
TCGA-55-7995-01,0.057409372,-0.027512312,0.08636161
TCGA-55-8085-01,-0.041072205,-0.03467123,-0.05292009
TCGA-55-8087-01,0.012402002,0.0041302145,0.011064159
TCGA-55-8089-01,0.033115376,0.027937975,-0.0017959969
TCGA-55-8090-01,0.010274436,-0.05114367,0.003045466
TCGA-55-8091-01,0.0058972524,-0.03965307,0.0018926649
TCGA-55-8092-01,-0.010486103,0.03410268,0.006351803
TCGA-55-8094-01,0.057151206,0.008349959,-0.08092518
TCGA-55-8096-01,-0.08843513,-0.009708243,0.022345817
TCGA-55-8097-01,0.13711032,0.026236212,0.08788818
TCGA-55-8203-01,9.1222304e-05,0.03414243,0.02898596
TCGA-55-8204-01,0.0002805391,-0.040074438,-0.078337505
TCGA-55-8205-01,0.101494014,0.018695658,0.049617726
TCGA-55-8206-01,-0.0141195,-0.027877305,-0.017691039
TCGA-55-8207-01,-0.059440967,-0.00277726,-0.009995273
TCGA-55-8208-01,-0.021205125,0.1323789,0.015350711
TCGA-55-8299-01,-0.32034457,0.10677101,0.13889304
TCGA-55-8301-01,-0.03978069,-0.031348776,-0.0462688
TCGA-55-8302-01,0.006275632,0.024220133,0.08269452
TCGA-55-8505-01,0.0071684085,0.012518805,0.049149413
TCGA-55-8506-01,-0.037947454,0.027385883,-0.029515024
TCGA-55-8507-01,0.02598964,-0.011903958,-0.01073791
TCGA-55-8508-01,0.02659451,-0.12842886,0.08577075
TCGA-55-8510-01,-0.04312122,0.0021521884,-0.0029883287
TCGA-55-8511-01,0.18839008,0.039046887,0.0036755204
TCGA-55-8512-01,-0.005537215,0.069203444,-0.018714732
TCGA-55-8513-01,0.047912728,-0.029629054,0.004391968
TCGA-55-8514-01,0.0481004,0.009259209,-0.0061513796
TCGA-55-8614-01,0.06645885,-0.0550304,0.0014389624
TCGA-55-8615-01,0.04468217,0.012173552,-0.050419945
TCGA-55-8616-01,0.023652796,-0.017278817,-0.0005580264
TCGA-55-8619-01,0.01429258,-0.035352055,0.003860973
TCGA-55-8620-01,-0.01745014,-0.01170374,-0.030397734
TCGA-55-8621-01,-0.0076454794,-0.01599243,0.07537677
TCGA-55-A48X-01,0.0021573303,0.0041537997,0.043042652
TCGA-55-A48Y-01,0.11536918,0.06498236,0.002803257
TCGA-55-A48Z-01,-0.027333215,-0.01516701,0.0023835893
TCGA-55-A490-01,0.017165285,-0.069294274,0.058433075
TCGA-55-A491-01,0.0062754364,0.028074767,-0.084435925
TCGA-55-A492-01,0.0010197264,-0.024141857,-0.012205458
TCGA-55-A493-01,0.049733773,-0.03083487,0.0047153775
TCGA-55-A494-01,-0.015039265,-0.00208407,-0.03143596
TCGA-55-A4DF-01,0.032213688,-0.12150421,-0.08274111
TCGA-55-A4DG-01,-0.03955892,-0.080433816,0.0004887633
TCGA-55-A57B-01,-0.057076283,0.0063428273,-0.18243304
TCGA-62-8394-01,0.04503408,-0.004761621,0.019759934
TCGA-62-8395-01,0.032841325,-0.2428727,-0.11746221
TCGA-62-8397-01,0.035227664,-0.020484168,0.009229602
TCGA-62-8398-01,0.078941084,-0.011067032,-0.07349984
TCGA-62-8399-01,-0.021252656,0.033736013,-0.09114439
TCGA-62-8402-01,0.01084883,0.023283223,-0.107584275
TCGA-62-A46O-01,0.043454655,0.079229414,-0.010110572
TCGA-62-A46P-01,-0.06989047,0.02311238,0.123992026
TCGA-62-A46R-01,-0.030000214,0.030215096,-0.03604015
TCGA-62-A46S-01,0.09826994,0.017621977,0.00053684466
TCGA-62-A46U-01,-0.059118256,0.02793267,-0.0018506288
TCGA-62-A46V-01,0.0033475892,0.069335505,-0.08639875
TCGA-62-A46Y-01,-0.059910208,0.0043743188,-0.026017774
TCGA-62-A470-01,-0.006081173,-0.0039095758,0.024667915
TCGA-62-A471-01,-0.04703505,0.106544144,-0.0930701
TCGA-62-A472-01,-0.05473915,-0.029349012,-0.0059082885
TCGA-64-1676-01,0.09404202,-0.037432455,0.042193685
TCGA-64-1677-01,0.012985537,0.062323783,0.037367266
TCGA-64-1678-01,-0.02590801,0.0071854005,0.07084321
TCGA-64-1679-01,-0.027496442,-0.091069676,0.084091574
TCGA-64-1680-01,-0.05798678,0.2409299,0.03209575
TCGA-64-1681-01,-0.005711655,-0.03969811,-0.013058618
TCGA-64-5774-01,0.01642499,0.077010006,0.03057939
TCGA-64-5775-01,-0.029762128,0.059628785,-0.06532348
TCGA-64-5778-01,0.12845375,0.056484573,-0.009179978
TCGA-64-5779-01,-0.0067159645,-0.06525506,-0.023687525
TCGA-64-5781-01,-0.04202231,0.06915666,0.02590505
TCGA-64-5815-01,0.017807877,0.0066698617,-0.027918467
TCGA-67-3770-01,0.00502525,0.0059542856,0.02172441
TCGA-67-3771-01,0.048503194,0.096932225,0.060326632
TCGA-67-3772-01,-0.084529914,-0.09350743,-0.050027907
TCGA-67-3773-01,-0.021385558,-0.015829168,0.048696842
TCGA-67-3774-01,0.07118696,0.0017143153,0.017385274
TCGA-67-4679-01,-0.029216586,0.030341212,-0.01277965
TCGA-67-6215-01,-0.0022081027,0.03979372,-0.04175715
TCGA-67-6216-01,0.07261055,-0.04700764,-0.08726598
TCGA-67-6217-01,-0.0058515966,0.013192312,0.030780874
TCGA-69-7760-01,-0.006083535,-0.081282556,0.0001700608
TCGA-69-7761-01,0.22723474,0.027531426,0.027121784
TCGA-69-7763-01,-0.046935827,-0.026069937,0.054518398
TCGA-69-7764-01,-0.030446406,-0.014402643,0.041749798
TCGA-69-7765-01,0.09407748,-0.01877898,0.081308424
TCGA-69-7973-01,0.051074367,-0.09103296,0.043123476
TCGA-69-7974-01,0.020797212,-0.058784816,0.032548115
TCGA-69-7978-01,0.02643638,0.024533479,0.030095307
TCGA-69-7979-01,-0.0050144657,0.0023690073,0.059101436
TCGA-69-7980-01,0.0006992788,0.01942935,-0.022560315
TCGA-69-8253-01,-0.035111696,0.0043321913,0.0056883018
TCGA-69-8254-01,-0.0903563,0.036866773,0.02196706
TCGA-69-8255-01,0.050709784,-0.040082168,-0.05038872
TCGA-69-8453-01,0.03330083,-0.008533619,0.024052124
TCGA-69-A59K-01,-0.026916692,-0.024962464,0.052280337
TCGA-71-6725-01,0.07009788,-0.025778458,0.021612076
TCGA-71-8520-01,0.03742961,-0.022541225,0.013926466
TCGA-73-4658-01,-0.023760345,-0.07869006,-0.034420155
TCGA-73-4658-11,0.01933168,0.06565772,-0.04026486
TCGA-73-4659-01,0.020508653,-0.013684802,0.00093118113
TCGA-73-4662-01,0.032120515,0.037559718,-0.02028222
TCGA-73-4666-01,0.005344652,0.036855154,-0.044610504
TCGA-73-4668-01,-0.0067385873,-0.01822023,0.003497744
TCGA-73-4670-01,0.043674804,-0.047646094,-0.0131983645
TCGA-73-4675-01,0.012441408,0.055689137,0.024517478
TCGA-73-4676-01,-0.1362032,0.010270114,-0.08024933
TCGA-73-4676-11,-0.11185085,0.055675976,-0.030603481
TCGA-73-4677-01,0.025591617,-0.052451167,0.029553752
TCGA-73-7498-01,0.001344539,0.05543124,-0.03690937
TCGA-73-7499-01,-0.053305175,0.04026567,0.06988965
TCGA-73-A9RS-01,0.05427877,0.007302046,0.03186981
TCGA-75-5125-01,-0.11040296,-0.0026877865,0.09901003
TCGA-75-5146-01,-0.0055931867,0.027182367,0.07984677
TCGA-75-5147-01,-0.052865688,-0.047983207,-0.0321441
TCGA-75-6206-01,0.05343465,-0.024022717,-0.037293408
TCGA-75-6212-01,-0.0054517626,0.06377133,-0.07068938
TCGA-75-6214-01,0.028482284,-0.027722629,0.010275614
TCGA-75-7025-01,-0.0038788365,0.038530257,-0.06801782
TCGA-75-7027-01,0.062332463,-0.058082934,0.04297642
TCGA-78-7143-01,0.13085361,0.045553423,-0.055337105
TCGA-78-7145-01,0.015665887,0.12783624,0.07570031
TCGA-78-7146-01,0.005417279,0.06749904,-0.011293738
TCGA-78-7147-01,-0.013725033,-0.02034542,0.05342098
TCGA-78-7148-01,-0.025010483,-0.023976093,-0.005353516
TCGA-78-7149-01,-0.061900318,0.018847443,0.08769784
TCGA-78-7150-01,0.06712536,-0.035875212,0.011138858
TCGA-78-7152-01,-0.041089002,0.03938429,-0.07039532
TCGA-78-7153-01,0.107192256,-0.27099988,0.051565252
TCGA-78-7154-01,-0.02105268,-0.097644135,0.0032443756
TCGA-78-7155-01,-0.0006346109,-0.055099007,0.03679219
TCGA-78-7156-01,-0.06640139,-0.018597513,0.054469246
TCGA-78-7158-01,-0.023277393,0.013708297,-0.0007097663
TCGA-78-7159-01,-0.06831137,-0.26129702,-0.036178634
TCGA-78-7160-01,-0.008163476,0.042112496,0.049706984
TCGA-78-7161-01,0.0059811864,0.08694274,0.039749563
TCGA-78-7162-01,0.052376773,0.072588064,-0.061795693
TCGA-78-7163-01,0.03451814,0.02042637,-0.052234754
TCGA-78-7163-11,-0.039605364,-0.0041603865,0.029133314
TCGA-78-7166-01,0.08772729,0.0286597,0.21343598
TCGA-78-7167-01,-0.0029209887,-0.06276705,0.0027206414
TCGA-78-7220-01,-0.008035499,0.05383163,0.017228892
