sample,DGCCA_1,DGCCA_2,DGCCA_3,DGCCA_4,DGCCA_5,DGCCA_6,DGCCA_7,DGCCA_8,DGCCA_9,DGCCA_10,DGCCA_11,DGCCA_12,DGCCA_13,DGCCA_14,DGCCA_15,DGCCA_16,DGCCA_17,DGCCA_18,DGCCA_19,DGCCA_20,DGCCA_21,DGCCA_22,DGCCA_23,DGCCA_24,DGCCA_25,DGCCA_26,DGCCA_27,DGCCA_28,DGCCA_29,DGCCA_30,DGCCA_31,DGCCA_32,DGCCA_33,DGCCA_34,DGCCA_35,DGCCA_36,DGCCA_37,DGCCA_38,DGCCA_39,DGCCA_40,DGCCA_41,DGCCA_42,DGCCA_43,DGCCA_44,DGCCA_45,DGCCA_46,DGCCA_47,DGCCA_48,DGCCA_49,DGCCA_50,DGCCA_51,DGCCA_52,DGCCA_53,DGCCA_54,DGCCA_55,DGCCA_56,DGCCA_57,DGCCA_58,DGCCA_59,DGCCA_60,DGCCA_61,DGCCA_62,DGCCA_63,DGCCA_64,DGCCA_65,DGCCA_66,DGCCA_67,DGCCA_68,DGCCA_69,DGCCA_70,DGCCA_71,DGCCA_72,DGCCA_73,DGCCA_74,DGCCA_75,DGCCA_76,DGCCA_77,DGCCA_78,DGCCA_79,DGCCA_80,DGCCA_81,DGCCA_82,DGCCA_83,DGCCA_84,DGCCA_85,DGCCA_86,DGCCA_87,DGCCA_88,DGCCA_89,DGCCA_90,DGCCA_91,DGCCA_92,DGCCA_93,DGCCA_94,DGCCA_95,DGCCA_96,DGCCA_97,DGCCA_98,DGCCA_99,DGCCA_100
TCGA-AC-A2FF-01,-0.0036701586,0.013896213,0.022255015,0.067708604,0.028964553,0.036083035,-0.12040842,0.016374508,-0.011069119,0.0007936568,0.02677428,-4.2632804e-05,0.0025884914,0.006880394,0.0010021403,0.006792493,0.042205185,-0.0013206489,-0.03899759,0.037672408,-0.020923417,0.014678922,-0.047740184,-0.00998066,0.019221932,0.041957457,0.012930682,0.012199566,0.019175082,0.029146522,0.005877888,0.0030111838,-0.0013988521,0.014702827,-0.09250514,0.014805063,0.039355833,-0.0010388773,0.005452198,0.03474219,0.016918486,0.018368404,0.016807737,0.0035325314,0.13527825,0.029302143,0.03702212,-0.010755762,-0.029415695,0.013658148,-0.015289099,-0.010872564,-0.05883411,-0.01803393,-0.005280542,-0.04220966,0.013146275,0.00021374691,0.015875906,0.0038647894,-0.037144512,0.011528386,-0.024830334,-0.0019324375,-0.003150995,0.019252867,-0.06779489,-0.051798157,0.007386131,0.033422705,0.029101422,0.028780602,-0.035805397,0.028584246,-0.014803394,0.024357438,0.018257584,-0.075448565,0.029608192,0.011227728,-0.008085495,-0.024771824,-0.038746312,-0.02657137,0.004276204,0.010708866,-0.008109184,0.070432626,-0.009801765,-0.0045715645,0.03072258,0.002041941,0.08039441,0.0070994305,0.023910416,-0.020083036,-0.013559137,-0.009561196,0.00046913512,0.026161972
TCGA-AC-A2FF-11,0.027896836,0.028240036,-0.039853886,-0.0155255515,0.0010187663,0.0033667926,0.028090613,-0.0072934916,-0.020001493,0.0169774,-0.019644726,0.02073096,-0.019697698,-0.0019440737,-0.020552509,-0.02330867,-0.008306573,0.024183221,0.035171933,-0.12547082,-0.004363833,-0.050230093,0.02375354,0.015357425,0.0010815021,0.024417866,0.036733717,-0.028868955,0.047271088,0.07986186,0.0030665693,-0.014052853,-0.056381147,-0.02561271,0.05076752,0.026925981,-0.006656317,0.030749982,-0.032768633,-0.0022744536,0.017955149,0.1091596,0.01955567,-0.04774518,-0.032683767,-0.00044641667,-0.011600586,0.015106581,0.023870295,0.0075024506,0.024079911,0.051776715,0.009791375,-0.03851308,0.034071412,-0.011320367,-0.053204983,-0.02906815,-0.020521253,-0.0024034167,0.04839132,0.010828773,0.021993116,0.018743372,0.003361907,-0.067931056,-0.0075858003,-0.029569307,0.006359836,-0.045295306,0.007052432,-0.02554049,0.004490352,0.019574525,0.033783566,-0.02375276,0.016246231,0.015857488,-0.01783089,0.053950064,-0.01822945,-0.03363944,-0.07428077,0.005842536,0.016939871,0.0088508865,-0.012858382,0.007792212,0.005317135,-0.052369438,0.040538866,0.0106170075,0.0009042653,-0.006556874,-0.021938328,0.06531215,-0.002174809,0.008799517,0.016906504,-0.012750888
TCGA-AC-A2FG-01,-0.05804503,0.0018546712,-0.014368452,0.020966453,-0.053256556,-0.04085578,0.0681146,0.03614984,0.003112012,0.025711155,-0.030747734,-0.031439688,-0.05615591,-0.04308711,-0.008648029,0.0035078311,0.03984379,-0.041264456,0.03862076,-0.05036755,0.012943501,0.009633813,0.035256594,0.01691813,0.021251032,-0.009077774,0.05695231,0.10972259,-0.029292926,-0.0031268669,0.033055976,-0.018006952,-0.026813682,-0.11099599,-0.016292859,-0.02330716,-0.006236657,-0.023990951,-0.063679725,0.011527641,0.016315969,0.04882925,0.0467916,-0.009295608,0.03640181,0.008467303,0.02902551,-0.010375706,-0.03481025,-0.019902904,-0.007303778,-0.08808706,-0.018210223,0.09074229,-0.0094946325,0.0077162944,0.03431482,-0.033290032,0.023290887,-0.0139201805,-0.011487188,0.0059005003,0.01274723,-0.006560626,0.016064337,0.026053201,-0.032611478,0.027693497,0.021215264,-0.07468312,0.024536163,0.061490577,0.023418829,0.0151758,0.011111688,-0.014737457,0.05187837,0.0027339985,-0.01122617,0.0051041506,0.01671662,0.06557507,-0.05845251,-0.03461107,0.009222558,-0.017897474,-0.0056323404,-0.04815646,-0.028189294,0.00068573887,-0.05449955,-0.04307594,0.043533836,0.002676,-0.02358602,-0.011964039,-0.06707108,-0.00061367825,0.009018651,-0.02001727
TCGA-AC-A2FG-11,-0.033458058,-0.0015215324,0.026799226,-0.034415465,-0.0125527065,-0.004279745,-0.046765808,0.0026415023,0.016222702,0.022583742,-0.009603448,0.009420193,0.008059733,0.048700817,0.0030153748,-0.014589563,-0.0065191044,-0.06062438,0.029909741,-0.07259201,0.0072065927,-0.026814014,-0.015154291,0.02339988,0.007046165,-0.026235454,-0.020155054,0.009264217,0.0036376966,0.01359194,-0.039960776,-0.104152516,0.016972221,0.058839068,0.048486874,-0.005269351,0.0009868518,-0.011751843,-0.022363078,-0.011146971,-0.0102349315,-0.0250142,0.014746331,0.025890354,0.007853655,0.015074304,0.01400412,-0.024030939,0.00022703665,-0.06610709,-0.0015359502,0.0020078102,-0.033039838,-0.003849823,0.024530975,-0.02873215,-0.02453069,-0.01398544,-0.055951998,-0.018154118,0.005403165,0.06272386,0.023306143,0.0011072531,0.024019588,0.03527246,-0.022767572,0.11331374,-0.013109063,0.016702116,-0.035852745,0.037612192,-0.0048850216,0.013234377,0.017591685,-0.0056150197,0.0279925,-0.001209435,-0.06978392,-0.047571216,-0.03090469,0.0017797052,-0.059812233,0.03869854,0.051512018,0.03301201,-0.03610023,0.015435545,-0.01224927,0.017704625,0.010707783,-0.029110303,0.06549331,-0.025004122,0.0026969702,0.032756377,0.027062709,0.005932646,0.021574408,0.0032183568
TCGA-AC-A2FK-01,-0.032408703,-0.047952816,0.00020890683,0.038450807,-0.005721474,-0.0027383994,-0.051365376,-0.0024181083,0.0372612,0.034650724,-0.021483446,0.059203826,0.042926073,0.031172186,0.010009257,-0.0016005365,0.03248087,-0.009452814,-0.016955579,-0.032569874,-0.0051778937,0.00989945,-0.02711891,-0.030242894,0.022352168,-0.020041892,0.058428857,-0.032336116,0.038583025,-0.0016594045,0.025565457,0.034090724,-0.033898965,0.043955818,-0.084183626,0.010013991,0.03816096,0.017645864,-0.020591956,0.022630628,0.0057948725,0.078426264,-0.038849987,0.012658283,-0.011886398,-0.051955312,-0.0019103773,-0.006581544,-0.05594739,-0.07027383,-0.031115178,-0.00092428084,0.011764092,-0.055380598,0.038512096,0.002986993,0.042760573,-0.020490108,0.080112696,0.011563092,-0.006507189,-0.053622343,0.030711532,-0.051577795,-0.0049516633,-0.09159046,-0.027631018,0.050378915,0.019560492,-0.047872454,-0.044849023,-0.07472496,0.03856956,0.046676826,0.03368476,-0.013347321,0.0067928694,0.02392339,0.026326984,-0.087742515,0.019974055,0.055376507,0.07157681,-0.010911254,-0.027455177,0.04123243,-0.0031816312,-0.023157604,0.015463364,-0.026644345,-0.04559592,0.047309697,0.0079931095,0.0048807436,0.037995443,-0.045180168,-0.06879929,0.01903439,0.03720482,-0.027580844
TCGA-AC-A2FM-01,0.007855315,0.025132954,0.025067052,0.039214004,-0.087654226,-0.010346873,0.009875128,0.04419949,-0.0038809897,0.059341297,0.03337064,-0.03849456,-0.028606683,-0.06830633,-0.023619799,-0.010933684,-0.019778041,0.0125292465,-0.02683611,0.040856857,-0.001987812,-0.03672488,0.041653566,-0.016139397,-0.011235591,0.0063073244,-0.0065496373,-0.024860933,0.016161073,-0.0136151295,0.014951613,0.056529973,0.009540481,0.04294721,0.04712204,-0.009898288,-0.017356988,-0.051143687,0.026992898,-0.0010063536,0.022243833,-0.0031671468,-0.028390339,-0.029469427,-0.0051312204,0.02432286,-0.017974164,0.0019739876,0.034997515,0.031027038,0.046963148,-0.02962507,0.03552782,-0.030390404,0.05876283,0.014890994,0.08089222,0.012808048,0.055438887,-0.023349795,0.010285156,-0.017348593,-0.015536619,0.010396753,-0.016523764,0.0010653101,-0.051966287,-0.035544284,0.001050435,-0.019961987,-0.02548789,-0.018831262,-0.019518051,0.007945459,-0.012432469,-0.01784512,0.004143009,-0.017628258,-0.034919173,0.031236667,-0.0055770315,-0.018531153,0.018131904,-0.053102907,0.033574384,0.012431517,0.025374826,0.03415471,-0.030987771,-0.029680643,0.07659547,0.044134185,0.09631365,-0.0418668,-0.051134028,-0.04547784,0.049203854,-0.0028441,0.0018348731,-0.009646647
TCGA-AC-A2FM-11,0.00306438,-0.0014066193,-0.0032386933,-0.051296886,0.09740545,0.030099196,-0.008673341,0.04372676,-0.008265743,0.052837867,0.006393796,-0.0034308804,0.05051542,-0.06851869,0.0009960914,0.02007225,0.07375611,-0.021697754,-0.083194405,0.06760029,-0.015441213,-0.0047966237,-0.022896398,-0.022347506,-0.00086175464,0.037307758,-0.09307425,0.025502078,0.018956512,0.04028468,-0.038915887,0.012875577,-0.02622273,-0.057024963,0.043815065,-0.00040965155,0.018529426,0.021792635,0.024388235,0.010160473,-0.02107774,-0.030008221,-0.016084291,0.045802668,0.011937365,-0.008916676,-0.0010404622,0.001268851,-0.023591716,0.032042976,-0.02881331,-0.015156731,-0.01443102,-0.022440452,-0.05850275,-0.024216335,0.01529462,0.02583179,0.025575036,0.0036582227,-0.032086287,-0.009154303,-0.0063525997,0.027158601,-0.026767675,0.09046325,0.016221208,-0.0066608805,0.010765912,-0.01522804,0.030019615,0.018986885,-0.013649945,0.019869579,0.012781529,-0.03247509,-0.009472704,0.037458822,0.026513485,-0.011068083,-0.008652188,-0.034208663,0.03152866,-0.010951815,0.010648335,-0.0036630668,0.015329504,0.05465236,0.018299274,0.042457893,0.027150003,-0.025603285,0.036997613,-0.010557435,0.0026310128,0.009008403,-0.00862696,0.040357597,0.03348994,0.013194926
TCGA-AC-A2FO-01,0.05318537,-0.0455959,0.04693093,0.0716297,-0.05114466,0.0006683154,0.051020503,-0.00085649267,0.026885623,-0.003864947,0.024468506,-0.009541306,-0.020675508,0.012178151,0.023183253,0.005677918,0.01274626,0.02176484,-0.056806214,0.07472063,-0.03473284,-0.014657186,0.026175376,-0.010824423,0.010719113,0.011257655,-0.08195593,0.058989223,0.010371849,-0.019179264,0.053348783,0.09364418,-0.0435593,-0.061883744,0.05105913,0.027444147,-0.013499081,-0.07236481,0.0006707581,0.010694923,0.041664552,-0.0082272915,0.008428566,-0.03665729,-0.014003519,0.03814424,-0.0061499104,0.057394214,0.005423759,0.012364242,-0.0017693341,-0.025896566,-0.017105123,-0.015012307,0.0073819663,-0.0011406923,0.01239325,0.005017996,0.030923644,0.0048855674,-0.00059363805,-0.06782318,-0.008709482,0.023485485,0.011515331,-0.030634655,-0.015790517,-0.050293528,-0.005215992,-0.098661624,-0.039047,0.004222231,-0.020795017,0.018661598,-0.018793777,0.030459033,0.005526429,-0.03456697,-0.041435022,-0.0057361973,-0.009717006,-0.10280967,0.024237223,0.09057019,0.012109266,-0.031172324,0.01362016,-0.010204922,-0.024355011,-0.005557753,-0.017140731,-0.025931107,0.03311386,0.016930927,0.015497016,-0.036204007,-0.006683287,0.026563885,0.0062996596,-0.0057844073
TCGA-AC-A2QH-01,0.003052454,0.02911821,0.023779053,0.091064245,-0.08167292,0.012196613,-0.016838372,0.03790025,-0.038667887,0.004004025,-0.011408996,-0.02084518,-0.10647104,0.05991624,0.020756524,0.0034740083,0.0035864704,-0.023208193,0.013108002,-0.034198783,-0.00023417268,0.0095565645,0.05934585,0.0035351473,0.009048082,0.029757084,0.034585826,0.005168286,-0.002972955,-0.029665038,0.0009119194,0.024092715,-0.015292498,0.0024993112,0.0261481,0.014109137,-0.02231108,-0.04211693,-0.020284217,-0.0023117233,-0.0026433477,-0.016320985,0.03557896,0.010365103,0.023428164,0.016571833,0.00083081424,0.050484136,0.025735252,0.007920684,0.019648096,-0.064321324,-0.05024743,-0.0019084131,0.010067698,-0.02500198,0.012393252,0.0285062,0.018758558,0.006601095,-0.006473274,0.009555697,0.04663531,-0.01623315,0.0054505197,0.013859199,-0.0189631,0.022938145,-0.017891794,0.022996828,-0.016610017,0.039600477,-0.0155437365,0.03227607,-0.022365881,-0.008793464,0.0042753695,-0.022048619,-0.021042498,-0.014614839,-0.022323556,0.006508506,-0.018315539,-0.045792527,-0.009939669,0.007100286,-0.016734283,0.07186133,0.024232753,-0.022536255,0.03881769,0.016788073,0.046056427,-0.0091145495,0.007839328,0.0036314193,0.033137243,0.0073813596,0.0064113718,0.0076184683
TCGA-AC-A2QI-01,-0.013626628,0.009709879,-0.0001769471,-0.009241036,-0.002071239,-0.01091552,-0.00080462336,0.010252114,-0.0047353934,-0.0112703,-0.0033999272,0.009175098,-0.06276774,0.067586504,0.017033573,0.00011869613,0.0103474315,-0.004550712,0.007889448,-0.009643989,0.043640863,0.002561289,0.030992499,0.025596332,-0.0069746207,0.007873433,0.09693634,-0.000728447,-0.0409692,0.002630336,-0.0026086597,-0.055441402,-0.008806752,0.0070780492,-0.046797164,-0.034798846,-0.0135825565,0.04467706,0.0016566305,0.009411169,0.008682555,-0.022318963,-0.036738977,-0.010949988,-0.014080556,0.0053859763,-0.016589876,0.02918405,0.015810933,0.012866797,-0.01629627,-0.033588715,0.010062549,0.004364514,0.014645353,-0.021892268,-0.05437081,-0.0065036123,0.01369243,-0.032299235,-0.004051323,0.031506244,-0.0035415129,0.035730265,0.031939045,0.0031656623,-0.053146057,-0.002339777,-0.00640773,-0.03765246,0.01989606,-0.01588854,9.205472e-05,0.028705714,0.0064878603,0.00084858015,-0.007950862,0.047256015,-0.04215856,-0.036638703,-0.0067668823,0.007871032,0.038683776,-0.035880107,0.014619687,0.012241486,-0.026724322,0.08752426,0.02083785,0.05076444,0.049619243,-0.07118886,-0.011268734,0.0016582878,-0.045330204,0.061184105,0.012797389,-0.013962949,0.009016631,-0.034530662
TCGA-AC-A2QJ-01,0.007614701,0.07330687,0.046901353,-0.015338656,-0.0032221326,0.012002649,-0.03907201,-0.0050407173,-0.06415498,-0.03823513,0.046119,-0.02453915,0.0035246015,-0.0062275296,0.017229572,-0.010689671,-0.012907824,-0.017702652,0.016135827,-0.025150008,0.020270454,0.030537382,0.032690402,0.027344259,0.031783648,0.011890412,0.026715998,0.0055451896,0.0017120626,0.008880241,0.047069926,0.0028312728,0.0036491174,-0.021973515,0.082987174,-0.0013197944,-0.045177966,-0.067921236,-0.017188448,0.002588491,0.010745294,-0.010455312,0.05747351,0.00848596,0.0040883464,0.07786996,0.007871913,0.022799639,0.013457795,-0.026420547,0.0015937109,-0.013644282,-0.06339699,-0.06421664,-0.030607007,-0.09444953,0.050236482,-0.018769097,-0.009857541,-0.015890162,0.0009713564,0.015089925,-0.019290105,0.009682289,0.029010205,0.006030022,-0.05105324,0.0044318046,-0.00040523615,0.01512551,0.06972304,0.010793808,-0.00023085065,0.07444718,0.009317012,0.021169934,-0.0029946673,-0.0046375515,-0.03227163,0.042528357,-0.010135498,-0.08435402,0.010250818,-0.034686234,0.02652235,0.026291052,-0.019591542,-0.023959741,-0.030295195,0.027207108,-0.016852591,0.043543834,0.011516506,-0.0015329295,0.043010842,0.021098461,0.047977194,-0.0057018697,-0.005151495,-0.007558509
TCGA-AC-A3BB-01,0.017193079,-0.028732575,-0.049196307,0.06374544,0.022695156,0.008359612,0.029946394,-0.029941503,-0.010436371,-0.059201755,-0.03911507,0.028676659,-0.048588704,0.064611904,-0.0123768505,-0.009228032,-0.029420737,0.0076655103,-0.006668736,0.0011244747,0.00048000505,0.005824348,-0.007100755,0.012866425,0.015708638,0.01698078,-0.003582316,0.023978986,-0.01444692,-0.037819296,-0.0048315134,-0.05084978,0.013618843,0.07530152,0.025598362,0.0044020396,-0.03507556,-0.04250207,-0.004583277,-0.011699607,0.010349234,-0.010762385,0.0073875003,-0.019100267,-0.04597043,0.008050499,-0.025948802,0.0381092,0.052535698,-0.011418537,0.01831376,0.035987407,-0.01198904,-0.0057243016,0.015984721,0.008139372,0.010288563,0.033897676,-0.0038104947,0.011231892,-0.021211457,0.026358442,0.0048880633,0.013362303,0.0054366505,-0.028847815,-0.053200703,0.0057973787,-0.009049631,0.015101119,0.023816125,-0.00016344944,-0.0320071,-0.01720951,-0.0081387395,-0.002053949,0.0074084,-0.019179992,-0.021334913,0.026192479,-0.0024383597,-0.07379131,-0.023480806,0.0021798648,-0.025667902,-0.0013354571,-0.026311433,-0.012262625,-0.027797338,-0.0077629564,-0.03358505,0.05363571,0.047643155,0.008474119,0.015199287,0.011179772,0.04990004,-0.021225832,-0.017192634,-0.01338988
TCGA-AC-A3EH-01,-0.041763894,0.033678852,-0.04407908,-0.039772432,0.018236637,0.0075198105,0.040470153,0.012480777,0.0008153282,0.012733739,-0.05461377,0.030839363,-0.06005664,0.024566848,0.020453658,0.011897131,0.049650293,-0.0701537,0.045208424,-0.039240852,0.023543764,0.027567912,-0.013803056,-0.026325561,0.056004792,-0.034647137,0.08177161,0.021433137,-0.016707616,0.020452458,0.010975452,0.005536834,-0.027597088,-0.089269415,-0.046380714,0.0034158826,-0.0030410076,-0.004569131,-0.052015245,0.0023775548,0.011445268,0.051318318,0.04180584,-0.018072594,-0.008781832,-0.03913472,0.01616988,-0.043054096,-0.027516235,0.07448138,-0.018240456,-0.031475052,0.023389874,0.037173443,-0.02340684,0.016751532,0.031865887,0.042297117,0.05134058,-0.03028435,0.0062148627,-0.03294128,-0.0150928795,-0.0018907022,-0.0235997,0.005082903,-0.045683123,-0.0072834473,0.0041109496,-0.03193988,0.03149543,-0.0033068007,-0.027822718,-0.05058081,-0.008436827,0.008687065,-0.019059293,-0.023689318,0.09480389,0.07974001,-0.022734085,-0.047779486,-0.021939903,-0.026240818,-0.016961526,-0.011570394,0.012024874,0.03582188,0.016590409,-0.021203179,-0.041805603,-0.020347798,-0.00014528725,0.025945244,0.08221389,-0.019726839,-0.003460593,0.018025748,-0.019593423,-0.00028248318
TCGA-AC-A3HN-01,0.029478995,0.034202702,-0.027602723,-0.036198318,0.04806473,-0.008680129,-0.043300804,-0.033341546,0.039999343,-0.010675131,-0.0041019465,0.02230779,0.023345638,0.03602717,-0.01533815,-0.004938916,0.029971037,0.039173514,0.019373178,-0.03958188,0.011927117,-0.031938884,-0.054832626,0.01596599,0.0037176125,-0.004214206,0.08772156,-0.024860192,0.008227911,-0.01008507,0.041693784,-0.0068505877,0.01601673,-0.016940672,0.028933924,0.027757023,-0.03825448,-0.011484876,0.013573577,-0.023427572,-0.0014651576,-0.031220028,-0.022456277,-0.023359854,-0.05485011,0.009371474,0.0018076301,-0.031205833,-0.032392208,0.02466176,-0.03286007,-0.122245066,0.0063947123,0.07364316,0.07790973,0.047947664,-0.058891032,-0.0013236571,-0.056015503,-0.0050105564,0.01124614,-0.005486898,-0.043208733,0.011618436,-0.02992908,0.018565986,-0.029772418,0.074439585,0.0013152685,0.015327543,-0.00068577565,0.043686673,0.032584123,0.019057017,0.004628635,-0.031064428,0.02705124,-0.0061167376,-0.06169796,-0.047712367,0.003003899,0.056335043,-0.006324364,-0.00892125,-0.0048895683,-0.03607348,0.013860177,0.0049807588,-0.009753354,-0.0075631533,-0.023354359,-0.0056582573,-0.002096299,0.01611052,0.0130167985,-0.026007982,-0.005667976,0.006455981,0.019035459,-0.03633588
TCGA-AC-A3OD-01,-0.009409702,0.038170416,-0.053931102,-0.0053784,0.03597426,-0.007284883,0.08546903,0.0071076564,-0.018014604,-0.06010545,0.03409826,-0.041010983,-0.07759181,-0.014021684,-0.0018216344,0.00038249046,-0.006577216,-0.0021223668,-0.008649094,0.030891983,-0.01834584,-0.0048832083,0.04109694,-0.0018319215,-0.018236516,-0.018089,-0.016320521,-0.024164781,-0.0031212606,0.049845487,-0.011498768,0.020104725,-0.0067350604,-0.015312834,0.0442226,-0.0074367933,-0.01134048,-0.04801722,0.015617911,0.011852557,-0.031023638,0.01704853,-0.03705023,-0.0048680864,0.010411024,-0.017377943,0.0059957393,0.06376324,0.013349401,-0.06669137,0.06680491,-0.039812885,-0.04382818,0.030106813,0.03879755,0.033970833,0.008684507,-0.00063278526,0.00031183672,-0.019968964,0.04185234,0.00641161,0.004908813,0.017103083,0.03542134,-0.0071180305,-0.014075635,0.005477095,0.038748376,-0.013402222,0.039125167,-0.040324215,-0.009284277,-0.031768236,0.004568291,0.007792581,-0.023158323,-0.028400272,-0.025504455,-0.06804662,0.05093127,-0.027365569,-0.013717007,0.041270882,0.006886705,-0.0018655565,0.009998293,0.044325415,-0.016945459,-0.0036653532,0.017636128,-0.06126342,-0.009995801,0.043363705,0.013925567,0.041127685,-0.04644146,-0.024052206,0.0019927118,0.048132353
TCGA-AC-A3QP-01,0.05066617,-0.059152424,0.0024245614,0.087001674,-0.022240099,0.0314946,0.058702867,-0.013726162,-0.0074008703,0.005795352,-0.0048174034,0.029012818,0.016498983,-0.025702994,0.01617559,0.021445861,0.021304458,0.05948771,-0.028521132,0.022454018,-0.02051905,0.010164754,-0.03529469,-0.01972325,-0.0004858896,0.025589395,0.010586536,-0.0062189717,0.021327576,-0.07786383,-0.035954423,0.036713704,-0.008780666,-0.010359584,0.020169133,-0.0077766953,0.02928681,0.04247383,0.03399803,-0.0010725576,-0.014618991,0.014016756,-0.018394932,0.015485758,-0.010080459,-0.0087621035,0.01101616,-0.01573262,-0.029022232,-0.034959182,-0.019736607,-0.017482549,0.021316376,-0.02461699,0.06569542,-0.03990903,-0.0060587283,-0.003605729,0.011517962,-0.0011657309,-0.016728574,0.0032431297,0.0061468976,0.002460502,-9.136647e-05,0.024741318,0.007936794,0.037135333,0.01623256,-0.043905735,-0.024865324,-0.026056336,-0.017938273,-0.012318638,0.012515593,0.012895255,-0.017466858,-0.020833232,0.019280443,-0.036996327,-0.0020254124,-0.048649386,0.04248998,0.00701401,0.027786262,-0.01369032,0.005260851,0.012190368,-0.0022198646,-0.036625985,-0.023792123,-0.043586783,0.04617119,-0.01843322,0.0038234247,0.005093644,0.033557545,0.009049013,0.029547796,-0.01581968
TCGA-AC-A3QQ-01,-0.010285008,0.009882089,-0.08271445,0.012916133,0.0075609437,0.001879666,-0.064074054,0.018297559,0.0027231204,0.05338232,0.0043755956,0.04249141,0.06747426,0.053145003,0.003096398,0.0019968487,0.061188914,-0.0052422932,-0.079783246,0.07738177,-0.005173091,-0.00880733,0.004403974,-0.022975316,0.02177728,0.01215403,-0.011369995,0.00038368837,-0.0028332882,-0.030955732,-0.025705736,0.04145678,-0.024643898,0.021985697,-0.1066039,-0.034240194,-0.030230861,-0.008845562,-0.03143243,-0.0006193137,-0.028362196,-0.057287693,-0.019920738,0.01643473,-0.05079936,-0.04605902,0.019461483,-0.008754139,-0.011804397,-0.020973876,-0.013324037,0.023293518,-0.01589741,0.03600332,-0.0005276059,0.016422987,0.023964508,0.019216247,0.019476678,-0.0035324143,-0.006219968,-0.0056457277,0.004199907,0.007828217,-0.004050412,0.012999501,0.058367547,-0.018843142,0.009995911,0.033188242,-0.007047229,0.018654924,0.009831322,-0.022033513,0.012944995,-0.035102732,0.045091245,-0.023968698,0.014228675,0.11592857,-0.011793213,-0.025004875,-0.036193613,-0.03205965,0.015222868,0.014545258,0.006631218,0.022976205,-0.02452994,-0.049462568,0.0057100467,-0.010660161,-0.020619059,-0.018853873,0.02411966,-0.04603388,-0.025157727,-0.009590561,0.008132088,-0.01592696
TCGA-AC-A3TM-01,-0.0005036597,-0.017398674,-0.034813486,0.006083506,0.10759182,0.008319772,-0.031358995,0.043695275,0.0006619096,0.020403124,0.000560167,0.011928273,0.025057776,-0.0047184424,0.024627825,0.0047637573,-0.038934186,-0.005078837,-0.05636905,-0.00014182646,0.007254645,-0.010632217,0.010059004,-0.0028386228,-0.02090878,0.0049426043,0.0103904065,-0.0014224779,-0.006583492,0.021161657,0.07404525,-0.028646383,-0.005961812,-0.022007506,-0.051457632,-0.022138424,0.01177549,0.075533934,-0.014818149,0.011521151,-0.0024098214,0.013710209,0.023772739,0.019650571,0.04498073,-0.028827801,0.020477407,-0.068297885,-0.029111106,-0.06645459,-0.00924258,0.08539272,-0.05516704,-0.02699268,0.004491138,-0.015281108,0.01808612,4.735077e-06,-0.056261014,0.02343685,0.030610587,0.02146442,0.023451176,-0.0073825903,0.025491321,-0.04780609,0.046144508,-0.030009113,-0.015278454,0.073531784,0.019411856,-0.07207809,-0.026517857,0.0171184,0.016447965,0.0331512,-0.04802057,0.04981362,-0.058596063,-0.048995264,0.006616242,-0.025316507,0.026768683,0.032430515,-0.015019265,0.015386165,-0.013027994,0.0138475485,-0.0073573077,-0.020860411,0.036077928,-0.012370006,-0.03507217,0.0108139785,0.009034652,-0.08803985,-0.05041999,-0.011582509,0.0243853,-0.0027976818
TCGA-AC-A3TN-01,0.0078577185,0.052892227,-0.0407204,0.037186027,0.029187579,0.010478042,0.0052210535,-0.004250208,-0.017075652,0.023174126,-0.023797406,0.0027332623,-0.052805807,-0.044773802,0.00967035,-0.00069433684,-0.0040295776,-0.020811714,-0.045004535,-0.035346102,0.019388702,-0.013060742,0.00778496,-0.0027808063,0.025076672,0.03386544,0.044168096,0.0031318748,0.027288038,0.020017242,0.04076048,0.02292512,-0.005550734,0.0923472,-0.04215759,3.4439843e-05,-0.005262995,-0.03352751,-0.031909693,-0.019652445,0.00032987632,0.038435563,-0.017674372,-0.02116448,0.0027299197,0.034896035,0.0013617375,-0.01783009,0.009678593,0.0019778507,0.008110987,-0.023240931,0.006692726,-0.009317448,0.011910114,-0.02612118,0.0039928863,-0.00953974,0.019378223,-0.023294387,-0.013978207,-0.02617094,-0.035769504,-0.022729991,-0.00073399395,0.0061188242,0.024055084,-0.11128539,0.026839126,-0.0066244565,0.052502833,0.046585787,-0.05490776,0.0018683001,0.028504454,-0.044090383,0.023771781,-0.025477683,0.014047124,0.0044425307,0.0015376406,-0.03544693,-0.004744306,-0.013225615,-0.0022302566,-0.004074026,0.0049184235,-0.033272114,-0.0015227993,-0.0013492974,-0.038659383,0.032128282,0.034011,0.01063545,-0.0042741564,0.061978955,0.0154938,0.0038270075,0.027368503,-0.02305979
